ts_code,trade_date,adj_factor
301106.SZ,20241202,1.459
301105.SZ,20241202,1.027
301103.SZ,20241202,1.3881
301102.SZ,20241202,2.0839
301101.SZ,20241202,1.544
301100.SZ,20241202,1.0547
301099.SZ,20241202,1.3185
301098.SZ,20241202,1.5357
301097.SZ,20241202,1.028
301096.SZ,20241202,1.025
301095.SZ,20241202,1.013
301093.SZ,20241202,1.0608
301092.SZ,20241202,1.019
301091.SZ,20241202,2.571
301090.SZ,20241202,1.017
301089.SZ,20241202,1.013
301088.SZ,20241202,1.0747
301087.SZ,20241202,1.4426
301086.SZ,20241202,1.59
301085.SZ,20241202,1.045
301083.SZ,20241202,1.012
301082.SZ,20241202,1.457
301081.SZ,20241202,1.315
301080.SZ,20241202,1.5857
301079.SZ,20241202,1.312
301078.SZ,20241202,1.0137
301077.SZ,20241202,2.2362
301076.SZ,20241202,1.763
301075.SZ,20241202,1.03
301073.SZ,20241202,2.29
301072.SZ,20241202,1.0038
301071.SZ,20241202,3.7216
301070.SZ,20241202,1.0287
301069.SZ,20241202,1.0263
301068.SZ,20241202,1.321
301067.SZ,20241202,1.862
301066.SZ,20241202,1.4182
301065.SZ,20241202,1.53
301063.SZ,20241202,1.022
301062.SZ,20241202,1.014
301061.SZ,20241202,2.2582
301060.SZ,20241202,1.026
301059.SZ,20241202,1.971
301058.SZ,20241202,1.04
301057.SZ,20241202,1.049
301056.SZ,20241202,1.058
301055.SZ,20241202,1.054
301053.SZ,20241202,1.021
301052.SZ,20241202,1.355
301051.SZ,20241202,2.147
301050.SZ,20241202,2.5522
301049.SZ,20241202,1.011
301048.SZ,20241202,1.0212
301047.SZ,20241202,2.048
301046.SZ,20241202,1.027
301045.SZ,20241202,1.006
301043.SZ,20241202,1.059
301042.SZ,20241202,1.1683
301041.SZ,20241202,1.007
301040.SZ,20241202,1.009
301039.SZ,20241202,1.1023
301038.SZ,20241202,1.316
301037.SZ,20241202,1.544
301036.SZ,20241202,1.0651
301035.SZ,20241202,1.073
301033.SZ,20241202,1.018
301032.SZ,20241202,1.018
301031.SZ,20241202,1.0195
301030.SZ,20241202,1.408
301029.SZ,20241202,1.477
301028.SZ,20241202,1.0671
301027.SZ,20241202,1.01
301026.SZ,20241202,1.033
301025.SZ,20241202,1.015
301024.SZ,20241202,1.52
301023.SZ,20241202,1.633
301022.SZ,20241202,1.339
301021.SZ,20241202,1.009
301020.SZ,20241202,1.0412
301019.SZ,20241202,2.2253
301018.SZ,20241202,1.027
301017.SZ,20241202,1.0214
301016.SZ,20241202,1.3539
301015.SZ,20241202,1.087
301013.SZ,20241202,1.507
301012.SZ,20241202,1.4132
301011.SZ,20241202,1.7238
301010.SZ,20241202,1.0322
301009.SZ,20241202,1.0158
301008.SZ,20241202,1.765
301007.SZ,20241202,1.0357
301006.SZ,20241202,1.0712
301005.SZ,20241202,2.412
301004.SZ,20241202,1.082
301003.SZ,20241202,1.8824
301002.SZ,20241202,1.369
301001.SZ,20241202,1.016
301000.SZ,20241202,5.0393
300999.SZ,20241202,1.009
300998.SZ,20241202,1.016
300997.SZ,20241202,1.058
300996.SZ,20241202,2.316
300995.SZ,20241202,1.034
300994.SZ,20241202,1.321
300993.SZ,20241202,2.4616
300992.SZ,20241202,1.012
300991.SZ,20241202,1.632
300990.SZ,20241202,3.39
300989.SZ,20241202,3.544
300988.SZ,20241202,1.8635
300987.SZ,20241202,1.34
300986.SZ,20241202,2.153
300985.SZ,20241202,1.429
300984.SZ,20241202,1.672
300983.SZ,20241202,2.258
300982.SZ,20241202,1.2611
300981.SZ,20241202,2.7459
300980.SZ,20241202,1.557
300979.SZ,20241202,1.073
300978.SZ,20241202,1.065
300977.SZ,20241202,3.539
300976.SZ,20241202,1.896
300975.SZ,20241202,1.517
300973.SZ,20241202,1.0391
300972.SZ,20241202,1.016
300971.SZ,20241202,1.054
300970.SZ,20241202,2.066
300969.SZ,20241202,1.017
300968.SZ,20241202,1.055
300967.SZ,20241202,1.016
300966.SZ,20241202,1.006
300965.SZ,20241202,1.0109
300964.SZ,20241202,1.0216
300963.SZ,20241202,2.8021
300962.SZ,20241202,1.063
300961.SZ,20241202,1.003
300960.SZ,20241202,1.1001
300959.SZ,20241202,1.034
300958.SZ,20241202,1.035
300957.SZ,20241202,1.026
300956.SZ,20241202,1.223
300955.SZ,20241202,1.0734
300953.SZ,20241202,1.005
300952.SZ,20241202,1.035
300951.SZ,20241202,2.287
300950.SZ,20241202,1.532
300949.SZ,20241202,1.0
300948.SZ,20241202,1.523
300947.SZ,20241202,2.903
300946.SZ,20241202,1.854
300945.SZ,20241202,1.033
300943.SZ,20241202,1.543
300942.SZ,20241202,1.014
300941.SZ,20241202,1.5454
300940.SZ,20241202,1.61
300939.SZ,20241202,1.576
300938.SZ,20241202,2.486
300937.SZ,20241202,1.02
300936.SZ,20241202,1.047
300935.SZ,20241202,1.444
300933.SZ,20241202,1.0141
300932.SZ,20241202,1.911
300931.SZ,20241202,1.03
300930.SZ,20241202,1.018
300929.SZ,20241202,1.6267
300928.SZ,20241202,1.02
300927.SZ,20241202,1.862
300926.SZ,20241202,2.65
300925.SZ,20241202,2.928
300923.SZ,20241202,1.063
300922.SZ,20241202,1.456
300921.SZ,20241202,1.892
300920.SZ,20241202,1.063
300919.SZ,20241202,1.4507
300918.SZ,20241202,1.049
300917.SZ,20241202,1.74
300916.SZ,20241202,3.473
300915.SZ,20241202,1.568
300913.SZ,20241202,2.133
300912.SZ,20241202,1.005
300911.SZ,20241202,1.381
300910.SZ,20241202,2.049
300909.SZ,20241202,1.529
300908.SZ,20241202,1.56
300907.SZ,20241202,1.0885
300906.SZ,20241202,1.057
300905.SZ,20241202,2.14
300904.SZ,20241202,1.017
300903.SZ,20241202,1.81
300902.SZ,20241202,1.443
300901.SZ,20241202,1.039
300900.SZ,20241202,1.419
300899.SZ,20241202,1.052
300898.SZ,20241202,1.05
300897.SZ,20241202,1.6114
300896.SZ,20241202,2.586
300895.SZ,20241202,1.457
300894.SZ,20241202,1.092
300893.SZ,20241202,2.325
300892.SZ,20241202,1.012
300891.SZ,20241202,1.019
300890.SZ,20241202,1.012
300889.SZ,20241202,1.014
300888.SZ,20241202,1.5283
300887.SZ,20241202,6.3894
300886.SZ,20241202,1.311
300885.SZ,20241202,3.225
300884.SZ,20241202,2.2634
300883.SZ,20241202,1.0064
300882.SZ,20241202,1.907
300881.SZ,20241202,1.142
300880.SZ,20241202,1.5279
300879.SZ,20241202,1.009
300878.SZ,20241202,1.89
300877.SZ,20241202,1.036
300876.SZ,20241202,1.039
300875.SZ,20241202,1.314
300873.SZ,20241202,1.6972
300872.SZ,20241202,1.824
300871.SZ,20241202,1.599
300870.SZ,20241202,1.0242
300869.SZ,20241202,1.04
300868.SZ,20241202,1.013
300867.SZ,20241202,1.0208
300866.SZ,20241202,1.3885
300865.SZ,20241202,1.018
300864.SZ,20241202,3.547
300863.SZ,20241202,2.151
300862.SZ,20241202,1.424
300861.SZ,20241202,1.255
300860.SZ,20241202,2.718
300859.SZ,20241202,1.012
300858.SZ,20241202,2.853
300857.SZ,20241202,1.009
300856.SZ,20241202,3.1968
300855.SZ,20241202,2.0033
300854.SZ,20241202,1.021
300853.SZ,20241202,1.873
300852.SZ,20241202,2.6
300851.SZ,20241202,1.0642
300850.SZ,20241202,2.926
300849.SZ,20241202,1.528
300848.SZ,20241202,5.95
300847.SZ,20241202,1.532
300846.SZ,20241202,1.002
300845.SZ,20241202,1.667
300844.SZ,20241202,1.6
300843.SZ,20241202,1.015
300842.SZ,20241202,1.416
300841.SZ,20241202,2.361
300840.SZ,20241202,1.0138
300839.SZ,20241202,2.421
300838.SZ,20241202,1.064
300837.SZ,20241202,1.036
300836.SZ,20241202,1.3197
300835.SZ,20241202,1.7573
300834.SZ,20241202,1.085
300833.SZ,20241202,1.604
300832.SZ,20241202,2.011
300831.SZ,20241202,1.0087
300830.SZ,20241202,1.017
300829.SZ,20241202,1.626
300828.SZ,20241202,1.665
300827.SZ,20241202,4.676
300826.SZ,20241202,1.936
300825.SZ,20241202,1.5
300824.SZ,20241202,1.6166
300823.SZ,20241202,1.562
300822.SZ,20241202,3.05
300821.SZ,20241202,1.08
300820.SZ,20241202,3.499
300819.SZ,20241202,1.594
300818.SZ,20241202,2.159
300817.SZ,20241202,2.769
300816.SZ,20241202,1.013
300815.SZ,20241202,3.103
300814.SZ,20241202,1.02
300813.SZ,20241202,2.146
300812.SZ,20241202,1.839
300811.SZ,20241202,4.612
300810.SZ,20241202,1.51
300809.SZ,20241202,1.6564
300808.SZ,20241202,1.035
300807.SZ,20241202,1.018
300806.SZ,20241202,3.633
300805.SZ,20241202,1.0145
300804.SZ,20241202,1.022
300803.SZ,20241202,1.003
300802.SZ,20241202,2.636
300801.SZ,20241202,1.9554
300800.SZ,20241202,3.141
300798.SZ,20241202,1.0163
300797.SZ,20241202,1.5451
300796.SZ,20241202,2.563
300795.SZ,20241202,2.4386
300793.SZ,20241202,1.655
300792.SZ,20241202,2.779
300791.SZ,20241202,3.136
300790.SZ,20241202,2.7996
300789.SZ,20241202,3.211
300788.SZ,20241202,1.0765
300787.SZ,20241202,3.536
300786.SZ,20241202,2.946
300785.SZ,20241202,3.485
300784.SZ,20241202,1.0041
300783.SZ,20241202,1.036
300782.SZ,20241202,5.252
300781.SZ,20241202,1.3453
300780.SZ,20241202,1.032
300779.SZ,20241202,1.429
300778.SZ,20241202,2.279
300777.SZ,20241202,1.017
300776.SZ,20241202,4.213
300775.SZ,20241202,1.0211
300774.SZ,20241202,1.0548
300773.SZ,20241202,2.2715
300772.SZ,20241202,1.856
300771.SZ,20241202,2.609
300770.SZ,20241202,2.1746
300769.SZ,20241202,5.291
300768.SZ,20241202,1.535
300767.SZ,20241202,3.051
300766.SZ,20241202,1.013
300765.SZ,20241202,6.104
300763.SZ,20241202,4.537
300762.SZ,20241202,4.125
300761.SZ,20241202,1.9659
300760.SZ,20241202,1.0908
300759.SZ,20241202,2.313
300758.SZ,20241202,3.3116
300757.SZ,20241202,1.8462
300756.SZ,20241202,3.64
300755.SZ,20241202,1.9352
300753.SZ,20241202,1.613
300752.SZ,20241202,2.635
300751.SZ,20241202,4.7666
300750.SZ,20241202,1.866
300749.SZ,20241202,1.875
300748.SZ,20241202,2.7055
300747.SZ,20241202,4.4606
300746.SZ,20241202,1.107
300745.SZ,20241202,1.005
300743.SZ,20241202,2.318
300741.SZ,20241202,1.4018
300740.SZ,20241202,2.603
300739.SZ,20241202,2.527
300738.SZ,20241202,12.0727
300737.SZ,20241202,1.8601
300736.SZ,20241202,2.466
300735.SZ,20241202,2.022
300733.SZ,20241202,1.65
300732.SZ,20241202,4.936
300731.SZ,20241202,1.436
300730.SZ,20241202,2.596
300729.SZ,20241202,2.949
300727.SZ,20241202,1.365
300726.SZ,20241202,1.066
300725.SZ,20241202,2.586
300724.SZ,20241202,1.033
300723.SZ,20241202,2.765
300722.SZ,20241202,3.637
300721.SZ,20241202,1.9593
300720.SZ,20241202,2.951
300719.SZ,20241202,1.611
300718.SZ,20241202,3.4403
300717.SZ,20241202,1.695
300716.SZ,20241202,1.521
300715.SZ,20241202,3.944
300713.SZ,20241202,2.975
300712.SZ,20241202,1.339
300711.SZ,20241202,1.782
300710.SZ,20241202,1.466
300709.SZ,20241202,1.93
300708.SZ,20241202,1.852
300707.SZ,20241202,2.0468
300706.SZ,20241202,1.8108
300705.SZ,20241202,4.084
300703.SZ,20241202,2.518
300702.SZ,20241202,2.752
300701.SZ,20241202,3.5926
300700.SZ,20241202,3.329
300699.SZ,20241202,2.4126
300698.SZ,20241202,1.0079
300697.SZ,20241202,2.328
300696.SZ,20241202,4.131
300695.SZ,20241202,1.1036
300694.SZ,20241202,1.023
300693.SZ,20241202,3.525
300692.SZ,20241202,2.952
300691.SZ,20241202,2.712
300690.SZ,20241202,2.744
300689.SZ,20241202,1.735
300688.SZ,20241202,2.132
300687.SZ,20241202,4.477
300686.SZ,20241202,1.621
300685.SZ,20241202,4.999
300684.SZ,20241202,3.278
300683.SZ,20241202,1.016
300682.SZ,20241202,1.585
300681.SZ,20241202,2.902
300680.SZ,20241202,2.613
300679.SZ,20241202,3.694
300678.SZ,20241202,2.737
300677.SZ,20241202,5.801
300676.SZ,20241202,1.036
300675.SZ,20241202,1.034
300674.SZ,20241202,1.698
300673.SZ,20241202,2.775
300672.SZ,20241202,1.631
300671.SZ,20241202,1.835
300670.SZ,20241202,2.74
300669.SZ,20241202,2.079
300668.SZ,20241202,2.71
300667.SZ,20241202,2.341
300666.SZ,20241202,1.015
300665.SZ,20241202,2.281
300664.SZ,20241202,1.6237
300663.SZ,20241202,3.382
300662.SZ,20241202,1.0266
300661.SZ,20241202,7.533
300660.SZ,20241202,3.4932
300659.SZ,20241202,2.619
300658.SZ,20241202,2.9246
300657.SZ,20241202,3.456
300656.SZ,20241202,2.705
300655.SZ,20241202,9.026
300654.SZ,20241202,3.471
300653.SZ,20241202,2.486
300652.SZ,20241202,1.114
300651.SZ,20241202,1.752
300650.SZ,20241202,3.0
300649.SZ,20241202,2.065
300648.SZ,20241202,2.012
300647.SZ,20241202,2.731
300645.SZ,20241202,1.945
300644.SZ,20241202,1.8069
300643.SZ,20241202,1.057
300642.SZ,20241202,2.861
300641.SZ,20241202,1.8197
300640.SZ,20241202,2.975
300639.SZ,20241202,7.197
300638.SZ,20241202,8.691
300637.SZ,20241202,1.983
300636.SZ,20241202,3.924
300635.SZ,20241202,1.6192
300634.SZ,20241202,1.0297
300633.SZ,20241202,1.021
300632.SZ,20241202,2.134
300631.SZ,20241202,1.681
300630.SZ,20241202,3.522
300629.SZ,20241202,2.59
300628.SZ,20241202,19.2744
300627.SZ,20241202,4.181
300626.SZ,20241202,1.8224
300625.SZ,20241202,1.317
300624.SZ,20241202,2.275
300623.SZ,20241202,7.146
300622.SZ,20241202,2.3054
300621.SZ,20241202,1.541
300620.SZ,20241202,2.329
300619.SZ,20241202,1.327
300618.SZ,20241202,2.324
300617.SZ,20241202,2.104
300616.SZ,20241202,1.989
300615.SZ,20241202,2.45
300614.SZ,20241202,1.003
300613.SZ,20241202,5.207
300612.SZ,20241202,2.289
300611.SZ,20241202,2.089
300610.SZ,20241202,2.364
300609.SZ,20241202,1.053
300608.SZ,20241202,3.831
300607.SZ,20241202,5.387
300606.SZ,20241202,1.58
300605.SZ,20241202,1.9952
300604.SZ,20241202,6.9606
300603.SZ,20241202,2.579
300602.SZ,20241202,4.774
300601.SZ,20241202,2.503
300600.SZ,20241202,2.981
300599.SZ,20241202,1.117
300598.SZ,20241202,2.557
300597.SZ,20241202,1.012
300596.SZ,20241202,1.5774
300595.SZ,20241202,12.646
300594.SZ,20241202,1.0235
300593.SZ,20241202,4.196
300592.SZ,20241202,1.441
300591.SZ,20241202,1.311
300590.SZ,20241202,5.763
300589.SZ,20241202,4.0098
300588.SZ,20241202,1.613
300587.SZ,20241202,8.609
300586.SZ,20241202,6.359
300585.SZ,20241202,2.049
300584.SZ,20241202,1.574
300583.SZ,20241202,1.675
300582.SZ,20241202,2.328
300581.SZ,20241202,11.793
300580.SZ,20241202,2.3783
300579.SZ,20241202,3.46
300578.SZ,20241202,1.843
300577.SZ,20241202,3.3944
300576.SZ,20241202,3.475
300575.SZ,20241202,6.677
300573.SZ,20241202,2.0797
300572.SZ,20241202,2.947
300571.SZ,20241202,3.068
300570.SZ,20241202,2.0312
300569.SZ,20241202,8.806
300568.SZ,20241202,7.308
300567.SZ,20241202,3.116
300566.SZ,20241202,3.031
300565.SZ,20241202,1.32
300564.SZ,20241202,1.887
300563.SZ,20241202,1.9855
300562.SZ,20241202,3.363
300561.SZ,20241202,6.1
300560.SZ,20241202,2.7747
300559.SZ,20241202,5.803
300558.SZ,20241202,1.025
300557.SZ,20241202,1.348
300556.SZ,20241202,1.03
300555.SZ,20241202,2.523
300554.SZ,20241202,1.829
300553.SZ,20241202,1.335
300552.SZ,20241202,1.895
300551.SZ,20241202,4.086
300550.SZ,20241202,2.783
300549.SZ,20241202,2.151
300548.SZ,20241202,2.803
300547.SZ,20241202,4.2835
300546.SZ,20241202,3.332
300545.SZ,20241202,2.057
300543.SZ,20241202,4.699
300542.SZ,20241202,3.4028
300541.SZ,20241202,3.437
300540.SZ,20241202,1.511
300539.SZ,20241202,2.313
300538.SZ,20241202,2.773
300537.SZ,20241202,1.633
300536.SZ,20241202,3.206
300535.SZ,20241202,1.7428
300534.SZ,20241202,3.5382
300533.SZ,20241202,2.567
300532.SZ,20241202,5.4612
300531.SZ,20241202,3.571
300530.SZ,20241202,2.407
300529.SZ,20241202,2.089
300528.SZ,20241202,1.214
300527.SZ,20241202,2.005
300525.SZ,20241202,9.2557
300523.SZ,20241202,2.737
300522.SZ,20241202,5.165
300521.SZ,20241202,1.816
300520.SZ,20241202,2.251
300519.SZ,20241202,2.442
300518.SZ,20241202,1.979
300517.SZ,20241202,1.837
300516.SZ,20241202,1.555
300515.SZ,20241202,2.188
300514.SZ,20241202,2.101
300513.SZ,20241202,2.9616
300512.SZ,20241202,3.3939
300511.SZ,20241202,3.0
300510.SZ,20241202,6.221
300509.SZ,20241202,4.293
300508.SZ,20241202,1.966
300507.SZ,20241202,10.889
300506.SZ,20241202,4.844
300505.SZ,20241202,2.024
300504.SZ,20241202,1.074
300503.SZ,20241202,2.56
300502.SZ,20241202,8.4973
300501.SZ,20241202,3.1061
300500.SZ,20241202,2.742
300499.SZ,20241202,4.15
300498.SZ,20241202,2.1025
300497.SZ,20241202,6.062
300496.SZ,20241202,4.0243
300494.SZ,20241202,3.699
300493.SZ,20241202,3.9091
300492.SZ,20241202,1.755
300491.SZ,20241202,1.8391
300490.SZ,20241202,2.042
300489.SZ,20241202,3.01
300488.SZ,20241202,2.7817
300487.SZ,20241202,5.9141
300486.SZ,20241202,2.28
300485.SZ,20241202,4.271
300484.SZ,20241202,4.34
300483.SZ,20241202,1.813
300482.SZ,20241202,4.993
300481.SZ,20241202,3.398
300480.SZ,20241202,3.475
300479.SZ,20241202,2.026
300478.SZ,20241202,1.929
300477.SZ,20241202,6.453
300476.SZ,20241202,4.915
300475.SZ,20241202,2.2794
300474.SZ,20241202,3.052
300473.SZ,20241202,1.058
300472.SZ,20241202,2.435
300471.SZ,20241202,5.128
300470.SZ,20241202,3.9921
300469.SZ,20241202,3.074
300468.SZ,20241202,4.975
300467.SZ,20241202,4.017
300466.SZ,20241202,5.421
300465.SZ,20241202,3.23
300464.SZ,20241202,2.544
300463.SZ,20241202,3.2811
300462.SZ,20241202,2.069
300461.SZ,20241202,1.822
300460.SZ,20241202,1.423
300459.SZ,20241202,13.77
300458.SZ,20241202,4.083
300457.SZ,20241202,5.8441
300456.SZ,20241202,5.778
300455.SZ,20241202,3.7554
300454.SZ,20241202,1.005
300453.SZ,20241202,6.9472
300452.SZ,20241202,5.614
300451.SZ,20241202,17.954
300450.SZ,20241202,20.6165
300449.SZ,20241202,3.628
300448.SZ,20241202,7.8319
300447.SZ,20241202,3.461
300446.SZ,20241202,3.493
300445.SZ,20241202,5.027
300444.SZ,20241202,4.048
300443.SZ,20241202,4.279
300442.SZ,20241202,1.9131
300441.SZ,20241202,7.1652
300440.SZ,20241202,4.238
300439.SZ,20241202,3.189
300438.SZ,20241202,4.602
300437.SZ,20241202,2.932
300436.SZ,20241202,2.027
300435.SZ,20241202,3.197
300434.SZ,20241202,3.7452
300433.SZ,20241202,5.938
300432.SZ,20241202,8.141
300430.SZ,20241202,3.9136
300429.SZ,20241202,6.063
300428.SZ,20241202,3.883
300427.SZ,20241202,3.331
300426.SZ,20241202,5.036
300425.SZ,20241202,8.6328
300424.SZ,20241202,1.827
300423.SZ,20241202,3.383
300422.SZ,20241202,5.144
300421.SZ,20241202,2.6983
300420.SZ,20241202,9.393
300419.SZ,20241202,7.691
300418.SZ,20241202,4.0482
300417.SZ,20241202,3.696
300416.SZ,20241202,6.908
300415.SZ,20241202,4.215
300414.SZ,20241202,3.894
300413.SZ,20241202,1.7499
300412.SZ,20241202,8.211
300411.SZ,20241202,3.623
300410.SZ,20241202,4.902
300409.SZ,20241202,5.8649
300408.SZ,20241202,4.3815
300407.SZ,20241202,4.199
300406.SZ,20241202,4.336
300405.SZ,20241202,3.836
300404.SZ,20241202,4.765
300403.SZ,20241202,6.0623
300402.SZ,20241202,1.059
300401.SZ,20241202,5.278
300400.SZ,20241202,3.2526
300399.SZ,20241202,2.503
300398.SZ,20241202,5.6498
300397.SZ,20241202,3.61
300396.SZ,20241202,5.186
300395.SZ,20241202,7.219
300394.SZ,20241202,7.0273
300393.SZ,20241202,6.3099
300391.SZ,20241202,3.786
300390.SZ,20241202,8.918
300389.SZ,20241202,4.873
300388.SZ,20241202,6.094
300387.SZ,20241202,4.212
300386.SZ,20241202,4.516
300385.SZ,20241202,3.934
300384.SZ,20241202,6.066
300383.SZ,20241202,20.555
300382.SZ,20241202,11.8276
300381.SZ,20241202,6.481
300380.SZ,20241202,2.067
300379.SZ,20241202,6.545
300378.SZ,20241202,2.337
300377.SZ,20241202,10.9753
300376.SZ,20241202,23.7989
300375.SZ,20241202,6.7915
300374.SZ,20241202,2.188
300373.SZ,20241202,5.4181
300371.SZ,20241202,4.758
300370.SZ,20241202,16.472
300369.SZ,20241202,8.312
300368.SZ,20241202,8.151
300366.SZ,20241202,6.073
300365.SZ,20241202,11.116
300364.SZ,20241202,4.982
300363.SZ,20241202,4.102
300360.SZ,20241202,6.795
300359.SZ,20241202,8.32
300358.SZ,20241202,5.4183
300357.SZ,20241202,5.5437
300355.SZ,20241202,10.2733
300354.SZ,20241202,3.2967
300353.SZ,20241202,6.544
300352.SZ,20241202,19.287
300351.SZ,20241202,4.517
300350.SZ,20241202,3.645
300349.SZ,20241202,6.386
300348.SZ,20241202,11.718
300347.SZ,20241202,12.7655
300346.SZ,20241202,11.1013
300345.SZ,20241202,4.308
300344.SZ,20241202,4.743
300343.SZ,20241202,13.801
300342.SZ,20241202,4.444
300341.SZ,20241202,4.3307
300340.SZ,20241202,3.678
300339.SZ,20241202,6.324
300338.SZ,20241202,4.396
300337.SZ,20241202,4.478
300335.SZ,20241202,2.701
300334.SZ,20241202,2.265
300333.SZ,20241202,3.336
300332.SZ,20241202,2.1179
300331.SZ,20241202,3.088
300329.SZ,20241202,3.732
300328.SZ,20241202,5.589
300327.SZ,20241202,3.1057
300326.SZ,20241202,11.4335
300324.SZ,20241202,25.015
300323.SZ,20241202,3.466
300322.SZ,20241202,4.433
300321.SZ,20241202,2.167
300320.SZ,20241202,8.6167
300319.SZ,20241202,8.075
300318.SZ,20241202,6.444
300317.SZ,20241202,2.767
300316.SZ,20241202,9.518
300315.SZ,20241202,12.246
300314.SZ,20241202,3.938
300313.SZ,20241202,2.027
300311.SZ,20241202,7.347
300310.SZ,20241202,7.701
300308.SZ,20241202,6.563
300307.SZ,20241202,2.237
300306.SZ,20241202,4.624
300305.SZ,20241202,4.0297
300304.SZ,20241202,8.5655
300303.SZ,20241202,16.685
300302.SZ,20241202,6.909
300301.SZ,20241202,5.572
300300.SZ,20241202,6.662
300299.SZ,20241202,8.101
300298.SZ,20241202,6.371
300296.SZ,20241202,19.43
300295.SZ,20241202,3.869
300294.SZ,20241202,4.9056
300293.SZ,20241202,4.759
300292.SZ,20241202,9.413
300291.SZ,20241202,8.145
300290.SZ,20241202,6.258
300289.SZ,20241202,2.591
300288.SZ,20241202,6.1496
300287.SZ,20241202,12.397
300286.SZ,20241202,7.0562
300285.SZ,20241202,12.537
300284.SZ,20241202,4.0335
300283.SZ,20241202,6.284
300281.SZ,20241202,6.299
300280.SZ,20241202,1.022
300279.SZ,20241202,5.773
300278.SZ,20241202,4.37
300277.SZ,20241202,5.356
300276.SZ,20241202,16.472
300275.SZ,20241202,4.651
300274.SZ,20241202,9.597
300272.SZ,20241202,6.1709
300271.SZ,20241202,8.523
300270.SZ,20241202,6.701
300269.SZ,20241202,4.233
300268.SZ,20241202,2.027
300267.SZ,20241202,10.479
300266.SZ,20241202,19.148
300265.SZ,20241202,2.633
300264.SZ,20241202,4.141
300263.SZ,20241202,8.432
300261.SZ,20241202,9.3773
300260.SZ,20241202,5.6255
300259.SZ,20241202,16.099
300258.SZ,20241202,4.6264
300257.SZ,20241202,6.5392
300256.SZ,20241202,4.594
300255.SZ,20241202,7.922
300254.SZ,20241202,1.496
300253.SZ,20241202,35.446
300252.SZ,20241202,4.976
300251.SZ,20241202,26.836
300250.SZ,20241202,4.204
300249.SZ,20241202,5.106
300248.SZ,20241202,10.368
300247.SZ,20241202,6.305
300246.SZ,20241202,5.941
300245.SZ,20241202,4.079
300244.SZ,20241202,10.376
300243.SZ,20241202,4.5693
300242.SZ,20241202,5.154
300241.SZ,20241202,4.083
300240.SZ,20241202,3.629
300239.SZ,20241202,5.475
300238.SZ,20241202,4.074
300237.SZ,20241202,17.093
300236.SZ,20241202,2.574
300235.SZ,20241202,5.617
300234.SZ,20241202,6.122
300233.SZ,20241202,2.2756
300232.SZ,20241202,9.791
300231.SZ,20241202,10.96
300230.SZ,20241202,7.406
300229.SZ,20241202,5.369
300228.SZ,20241202,6.521
300227.SZ,20241202,5.5611
300226.SZ,20241202,8.034
300225.SZ,20241202,7.897
300224.SZ,20241202,4.945
300223.SZ,20241202,2.658
300222.SZ,20241202,6.393
300221.SZ,20241202,4.212
300220.SZ,20241202,4.344
300219.SZ,20241202,5.413
300218.SZ,20241202,2.274
300217.SZ,20241202,13.34
300215.SZ,20241202,18.8482
300214.SZ,20241202,3.4069
300213.SZ,20241202,6.495
300212.SZ,20241202,8.551
300211.SZ,20241202,6.541
300210.SZ,20241202,5.977
300209.SZ,20241202,3.011
300208.SZ,20241202,10.284
300207.SZ,20241202,6.996
300206.SZ,20241202,6.961
300205.SZ,20241202,5.712
300204.SZ,20241202,7.842
300203.SZ,20241202,1.055
300201.SZ,20241202,10.758
300200.SZ,20241202,4.043
300199.SZ,20241202,8.33
300198.SZ,20241202,10.195
300197.SZ,20241202,31.695
300196.SZ,20241202,3.625
300195.SZ,20241202,3.339
300194.SZ,20241202,6.562
300193.SZ,20241202,3.1012
300192.SZ,20241202,3.7091
300191.SZ,20241202,4.098
300190.SZ,20241202,11.6932
300189.SZ,20241202,6.505
300188.SZ,20241202,13.443
300187.SZ,20241202,9.7641
300185.SZ,20241202,8.94
300184.SZ,20241202,8.713
300183.SZ,20241202,5.187
300182.SZ,20241202,30.863
300181.SZ,20241202,7.942
300180.SZ,20241202,7.028
300179.SZ,20241202,7.038
300177.SZ,20241202,12.276
300176.SZ,20241202,4.561
300175.SZ,20241202,4.467
300174.SZ,20241202,3.8755
300173.SZ,20241202,5.327
300172.SZ,20241202,7.275
300171.SZ,20241202,9.1089
300170.SZ,20241202,6.6524
300169.SZ,20241202,3.084
300168.SZ,20241202,8.19
300167.SZ,20241202,6.974
300166.SZ,20241202,18.683
300165.SZ,20241202,6.732
300164.SZ,20241202,6.251
300163.SZ,20241202,6.352
300162.SZ,20241202,5.29
300161.SZ,20241202,1.55
300160.SZ,20241202,7.644
300159.SZ,20241202,18.378
300158.SZ,20241202,5.887
300157.SZ,20241202,6.137
300155.SZ,20241202,8.263
300154.SZ,20241202,5.586
300153.SZ,20241202,4.371
300152.SZ,20241202,6.887
300151.SZ,20241202,8.4267
300150.SZ,20241202,4.822
300149.SZ,20241202,6.558
300148.SZ,20241202,5.894
300147.SZ,20241202,5.254
300146.SZ,20241202,31.871
300145.SZ,20241202,19.552
300144.SZ,20241202,15.488
300143.SZ,20241202,4.251
300142.SZ,20241202,14.391
300141.SZ,20241202,4.715
300140.SZ,20241202,4.2215
300139.SZ,20241202,5.161
300138.SZ,20241202,5.16
300137.SZ,20241202,4.602
300136.SZ,20241202,13.255
