ts_code,trade_date,name,pct_change,close,change,open,high,low,pre_close,vol_ratio,turn_over,swing,vol,amount,selling,buying,total_share,float_share,pe,industry,area,float_mv,total_mv,avg_price,strength,activity,avg_turnover,attack,interval_3,interval_6
002298.SZ,20241129,中电兴发,-0.18,5.44,-0.01,5.46,5.51,5.32,5.45,0.76,5.32,3.49,347720.0,18875.24,190992.0,156728.0,7.4,6.54,0.0,软件服务,安徽,35.56,40.26,5.43,-1.9,3390.0,0.0,2.26,,
873305.BJ,20241129,九菱科技,-0.18,27.21,-0.05,27.01,27.79,26.2,27.26,0.57,6.28,5.83,22786.0,6177.6,12006.0,10780.0,0.65,0.36,74.41,机械基件,湖北,9.87,17.65,27.11,-1.12,1293.0,0.0,3.85,,
300335.SZ,20241129,迪森股份,-0.18,5.48,-0.01,5.46,5.55,5.38,5.49,1.06,6.38,3.1,245375.0,13408.54,126723.0,118652.0,4.77,3.85,30.31,供气供热,广东,21.08,26.14,5.46,-1.9,2549.0,0.0,1.86,,
002182.SZ,20241129,宝武镁业,-0.18,10.98,-0.02,10.91,11.05,10.68,11.0,0.76,3.41,3.36,265701.0,28921.02,138831.0,126870.0,9.92,7.79,53.12,小金属,江苏,85.5,108.9,10.88,-1.9,3704.0,0.0,2.81,,
000012.SZ,20241129,南 玻Ａ,-0.18,5.5,-0.01,5.48,5.54,5.46,5.51,1.18,1.34,1.45,263096.0,14457.28,138225.0,124871.0,30.71,19.59,16.11,玻璃,深圳,107.76,168.89,5.5,-1.9,2729.0,0.0,0.73,,
600107.SH,20241129,美尔雅,-0.18,5.58,-0.01,5.6,5.6,5.42,5.59,0.64,3.01,3.22,108469.0,5973.92,61608.0,46861.0,3.6,3.6,0.0,服饰,湖北,20.09,20.09,5.51,-1.11,1616.0,0.0,2.95,,
600620.SH,20241129,天宸股份,-0.18,5.58,-0.01,5.59,5.63,5.46,5.59,0.98,0.88,3.04,60618.0,3374.17,31660.0,28958.0,6.87,6.87,0.0,综合类,上海,38.32,38.32,5.57,-1.11,1424.0,0.0,2.2,,
301373.SZ,20241129,凌玮科技,-0.18,27.93,-0.05,27.86,28.08,27.48,27.98,1.15,3.22,2.14,12393.0,3451.59,7323.0,5070.0,1.08,0.38,23.81,化工原料,广东,10.75,30.3,27.85,-1.9,1125.0,0.0,1.64,,
601199.SH,20241129,江南水务,-0.18,5.64,-0.01,5.64,5.68,5.6,5.65,0.89,1.0,1.42,93428.0,5272.55,53257.0,40171.0,9.35,9.35,14.57,水务,江苏,52.75,52.75,5.64,-1.11,1595.0,0.0,0.71,,
301505.SZ,20241129,苏州规划,-0.18,28.5,-0.05,28.1,28.89,27.62,28.55,0.64,11.28,4.45,65638.0,18543.58,38794.0,26844.0,0.88,0.58,113.11,建筑工程,江苏,16.58,25.08,28.25,-1.89,2813.0,0.0,3.19,,
002201.SZ,20241129,正威新材,-0.17,5.79,-0.01,5.75,5.82,5.61,5.8,0.44,2.37,3.62,153899.0,8823.92,80565.0,73334.0,6.52,6.5,104.91,玻璃,江苏,37.65,37.73,5.73,-1.89,2718.0,0.0,3.21,,
002125.SZ,20241129,湘潭电化,-0.17,11.59,-0.02,11.41,11.76,11.23,11.61,0.61,5.28,4.57,332300.0,38215.66,164185.0,168115.0,6.29,6.29,22.41,化工原料,湖南,72.96,72.96,11.5,-1.89,4059.0,0.0,3.21,,
000557.SZ,20241129,西部创业,-0.17,5.87,-0.01,5.97,5.98,5.73,5.88,1.1,2.12,4.25,308811.0,18072.61,167661.0,141150.0,14.58,14.58,28.64,铁路,宁夏,85.58,85.61,5.85,-1.89,3019.0,0.0,2.44,,
300344.SZ,20241129,立方数科,-0.17,5.88,-0.01,5.74,6.18,5.53,5.89,0.71,13.52,11.04,864346.0,50136.12,487799.0,376547.0,6.42,6.39,0.0,软件服务,安徽,37.59,37.73,5.8,-1.89,4319.0,0.0,6.33,,
001979.SZ,20241129,招商蛇口,-0.17,11.78,-0.02,11.62,11.97,11.54,11.8,1.2,1.85,3.64,1537027.0,180909.99,817010.0,720017.0,90.61,83.23,30.78,全国地产,深圳,980.39,1067.37,11.77,-1.89,4726.0,0.0,2.08,,
002099.SZ,20241129,海翔药业,-0.17,5.9,-0.01,5.88,6.0,5.85,5.91,1.02,0.76,2.54,122422.0,7266.8,55167.0,67255.0,16.19,16.17,597.92,化学制药,浙江,95.38,95.5,5.94,-1.89,2278.0,0.0,0.85,,
603817.SH,20241129,海峡环保,-0.17,5.95,-0.01,6.02,6.06,5.89,5.96,0.81,1.61,2.85,85846.0,5120.61,52068.0,33778.0,5.34,5.34,13.95,环境保护,福建,31.79,31.79,5.96,-1.1,1571.0,0.0,1.02,,
002510.SZ,20241129,天汽模,-0.17,6.02,-0.01,5.95,6.1,5.82,6.03,0.81,11.73,4.64,1093090.0,65250.6,564498.0,528591.0,9.42,9.32,47.05,汽车配件,天津,56.09,56.71,5.97,-1.88,4586.0,0.0,3.44,,
300355.SZ,20241129,蒙草生态,-0.16,6.09,-0.01,6.03,6.22,5.86,6.1,1.02,10.88,5.9,1486375.0,89798.86,751562.0,734812.0,16.04,13.66,146.57,环境保护,内蒙,83.19,97.7,6.04,-1.88,4535.0,0.0,3.92,,
600178.SH,20241129,东安动力,-0.16,12.22,-0.02,12.11,12.27,11.81,12.24,1.08,5.07,3.76,236691.0,28550.23,123883.0,112808.0,4.71,4.66,0.0,汽车配件,黑龙江,57.0,57.55,12.06,-1.1,3907.0,0.0,3.47,,
600217.SH,20241129,中再资环,-0.16,6.12,-0.01,6.06,6.21,5.91,6.13,1.37,2.56,4.89,355864.0,21516.14,180062.0,175802.0,16.58,13.89,120.17,环境保护,陕西,84.99,101.45,6.05,-1.1,3341.0,0.0,3.55,,
600736.SH,20241129,苏州高新,-0.16,6.19,-0.01,6.15,6.25,6.04,6.2,0.56,5.29,3.39,609261.0,37437.49,345204.0,264057.0,11.51,11.51,22.55,园区开发,江苏,71.27,71.27,6.14,-1.09,3993.0,0.0,2.48,,
603587.SH,20241129,地素时尚,-0.16,12.4,-0.02,12.36,12.61,12.32,12.42,0.74,0.95,2.33,44971.0,5604.79,24186.0,20785.0,4.77,4.71,15.9,服饰,上海,58.46,59.15,12.46,-1.09,1526.0,0.0,0.65,,
002194.SZ,20241129,武汉凡谷,-0.16,12.52,-0.02,12.38,12.65,12.11,12.54,0.63,14.27,4.31,726737.0,89998.97,360965.0,365772.0,6.83,5.09,137.78,通信设备,湖北,63.76,85.55,12.38,-1.88,4639.0,0.0,3.39,,
300235.SZ,20241129,方直科技,-0.16,12.68,-0.02,12.4,13.3,12.0,12.7,1.56,21.45,10.24,435798.0,54768.78,227793.0,208005.0,2.52,2.03,127.81,软件服务,深圳,25.76,31.92,12.57,-1.87,4319.0,0.01,5.67,,
688111.SH,20241129,金山办公,-0.16,294.74,-0.46,294.0,303.0,290.0,295.2,0.84,1.37,4.4,63207.0,187233.38,33269.0,29938.0,4.63,4.62,98.32,软件服务,北京,1361.89,1363.25,296.22,-1.09,3890.0,0.0,1.63,,
002030.SZ,20241129,达安基因,-0.15,6.47,-0.01,6.45,6.49,6.32,6.48,0.86,1.54,2.62,216276.0,13905.35,123910.0,92366.0,14.03,14.03,0.0,医疗保健,广东,90.8,90.8,6.43,-1.87,3068.0,0.0,2.37,,
000818.SZ,20241129,航锦科技,-0.15,19.47,-0.03,19.39,19.85,18.89,19.5,0.9,2.99,4.92,202304.0,39202.28,94918.0,107386.0,6.79,6.77,243.4,化工原料,辽宁,131.88,132.23,19.38,-1.87,4054.0,0.0,3.07,,
688226.SH,20241129,威腾电气,-0.15,19.79,-0.03,19.96,20.07,19.55,19.82,0.46,1.63,2.62,25519.0,5058.59,15721.0,9798.0,1.57,1.57,21.3,电气设备,江苏,30.97,30.97,19.82,-1.08,1012.0,0.0,1.23,,
000027.SZ,20241129,深圳能源,-0.15,6.62,-0.01,6.61,6.65,6.55,6.63,1.05,0.48,1.51,230038.0,15197.16,128419.0,101619.0,47.57,47.57,11.11,火力发电,深圳,314.94,314.94,6.61,-1.87,3066.0,0.0,1.07,,
688041.SH,20241129,海光信息,-0.15,125.81,-0.19,125.61,129.0,123.1,126.0,0.98,2.4,4.68,213075.0,269122.02,101245.0,111830.0,23.24,8.87,143.75,半导体,天津,1115.38,2924.25,126.3,-1.08,4532.0,0.0,2.2,,
300391.SZ,20241129,长药控股,-0.15,6.81,-0.01,6.76,6.91,6.65,6.82,0.73,5.86,3.81,205155.0,13906.6,109964.0,95191.0,3.5,3.5,0.0,中成药,湖北,23.86,23.86,6.78,-1.86,2856.0,0.0,2.41,,
002753.SZ,20241129,永东股份,-0.15,6.88,-0.01,6.87,6.93,6.81,6.89,0.86,2.19,1.74,53069.0,3652.91,26742.0,26327.0,3.76,2.43,23.61,化工原料,山西,16.7,25.85,6.88,-1.86,1355.0,0.0,1.03,,
603329.SH,20241129,上海雅仕,-0.15,13.76,-0.02,13.76,13.99,13.68,13.78,0.94,2.12,2.25,33635.0,4642.41,17832.0,15803.0,1.59,1.59,50.52,仓储物流,上海,21.84,21.84,13.8,-1.08,1567.0,0.0,0.58,,
002748.SZ,20241129,ST世龙,-0.14,6.91,-0.01,6.92,6.95,6.82,6.92,0.5,1.08,1.88,25842.0,1781.99,19016.0,6826.0,2.4,2.4,52.95,化工原料,江西,16.58,16.58,6.9,-1.86,639.0,0.0,1.32,,
002232.SZ,20241129,启明信息,-0.14,20.92,-0.03,20.74,21.23,20.31,20.95,0.95,6.92,4.39,282793.0,58898.39,151892.0,130901.0,4.09,4.09,0.0,软件服务,吉林,85.47,85.47,20.83,-1.86,4397.0,0.0,3.0,,
301236.SZ,20241129,软通动力,-0.14,63.9,-0.09,63.44,65.87,63.11,63.99,1.01,8.51,4.31,579288.0,373733.25,289571.0,289717.0,9.53,6.8,601.36,软件服务,北京,434.72,608.93,64.52,-1.86,4737.0,0.0,1.25,,
600228.SH,20241129,返利科技,-0.14,7.1,-0.01,7.01,7.2,6.97,7.11,0.61,10.81,3.23,450475.0,31904.76,245976.0,204499.0,4.19,4.17,0.0,互联网,江西,29.58,29.77,7.08,-1.07,4210.0,0.0,1.87,,
300018.SZ,20241129,中元股份,-0.14,7.14,-0.01,7.08,7.24,7.01,7.15,1.05,7.06,3.22,269015.0,19169.04,136085.0,132930.0,4.81,3.81,38.72,电气设备,湖北,27.21,34.33,7.13,-1.86,2838.0,0.0,1.85,,
000700.SZ,20241129,模塑科技,-0.13,7.45,-0.01,7.41,7.54,7.28,7.46,0.86,3.54,3.49,324751.0,24087.79,181580.0,143171.0,9.18,9.18,9.51,汽车配件,江苏,68.39,68.39,7.42,-1.85,3034.0,0.0,2.34,,
002055.SZ,20241129,得润电子,-0.13,7.46,-0.01,7.42,7.54,7.23,7.47,0.87,3.78,4.15,223800.0,16572.49,113577.0,110223.0,6.04,5.91,0.0,元器件,深圳,44.12,45.09,7.41,-1.85,3161.0,0.0,3.18,,
002038.SZ,20241129,双鹭药业,-0.13,7.54,-0.01,7.5,7.58,7.44,7.55,1.05,2.03,1.85,172759.0,12989.78,79327.0,93432.0,10.27,8.52,0.0,生物制药,北京,64.2,77.46,7.52,-1.85,2605.0,0.0,1.34,,
000576.SZ,20241129,甘化科工,-0.13,7.55,-0.01,7.58,7.6,7.37,7.56,0.77,1.48,3.04,64311.0,4827.05,34364.0,29947.0,4.36,4.34,123.39,电气设备,广东,32.76,32.95,7.51,-1.85,1758.0,0.0,2.44,,
600185.SH,20241129,格力地产,-0.13,7.65,-0.01,7.59,7.83,7.53,7.66,0.56,3.62,3.92,681613.0,52333.12,345972.0,335641.0,18.85,18.85,0.0,区域地产,广东,144.2,144.2,7.68,-1.06,4042.0,0.0,1.59,,
430478.BJ,20241129,峆一药业,-0.13,23.11,-0.03,22.6,23.47,22.0,23.14,1.26,15.98,6.35,54697.0,12511.73,28811.0,25886.0,0.56,0.34,26.05,化学制药,安徽,7.91,12.99,22.87,-1.06,1883.0,0.01,5.05,,
000061.SZ,20241129,农 产 品,-0.13,7.73,-0.01,7.51,7.93,7.46,7.74,1.14,1.31,6.07,222280.0,17131.72,104541.0,117739.0,16.97,16.97,31.4,农业综合,深圳,131.17,131.18,7.71,-1.85,3420.0,0.0,3.62,,
300599.SZ,20241129,雄塑科技,-0.13,7.74,-0.01,7.78,7.79,7.55,7.75,0.89,2.54,3.1,51619.0,3971.4,26519.0,25100.0,3.58,2.04,0.0,塑料,广东,15.76,27.72,7.69,-1.85,1283.0,0.0,2.52,,
836871.BJ,20241129,派特尔,-0.12,16.26,-0.02,16.14,16.8,15.65,16.28,0.55,6.02,7.06,23844.0,3863.85,12731.0,11113.0,0.77,0.4,37.4,塑料,广东,6.44,12.56,16.2,-1.06,1065.0,0.01,3.9,,
600611.SH,20241129,大众交通,-0.12,8.19,-0.01,8.12,8.3,8.02,8.2,0.71,7.26,3.41,1135494.0,92518.59,591203.0,544291.0,23.64,15.63,64.97,公共交通,上海,128.04,193.62,8.15,-1.06,4705.0,0.0,2.12,,
603665.SH,20241129,康隆达,-0.12,16.64,-0.02,17.03,17.16,16.52,16.66,1.02,4.26,3.84,68239.0,11458.65,35199.0,33040.0,1.62,1.6,0.0,服饰,浙江,26.65,26.97,16.79,-1.05,2060.0,0.0,0.73,,
837046.BJ,20241129,亿能电力,-0.12,16.64,-0.02,16.5,16.75,15.9,16.66,1.0,14.11,5.1,64379.0,10559.38,35848.0,28531.0,1.01,0.46,96.7,电气设备,江苏,7.59,16.83,16.4,-1.05,2082.0,0.01,4.65,,
601369.SH,20241129,陕鼓动力,-0.11,8.71,-0.01,8.69,8.81,8.66,8.72,0.68,0.72,1.72,122104.0,10665.8,55912.0,66192.0,17.26,16.91,16.92,机械基件,陕西,147.32,150.3,8.73,-1.05,2898.0,0.0,0.58,,
001231.SZ,20241129,农心科技,-0.11,17.6,-0.02,17.56,17.83,17.27,17.62,0.88,6.23,3.18,22963.0,4023.96,10959.0,12004.0,1.0,0.37,37.58,农药化肥,陕西,6.48,17.6,17.52,-1.83,1340.0,0.0,1.91,,
301360.SZ,20241129,荣旗科技,-0.11,54.36,-0.06,54.0,55.36,53.05,54.42,0.89,5.14,4.24,14286.0,7744.36,7355.0,6931.0,0.53,0.28,118.02,专用机械,江苏,15.11,29.0,54.21,-1.83,1658.0,0.0,2.47,,
688677.SH,20241129,海泰新光,-0.11,36.3,-0.04,36.26,37.45,36.06,36.34,1.28,0.76,3.82,9115.0,3350.11,5195.0,3920.0,1.21,1.21,33.72,医疗保健,山东,43.78,43.78,36.75,-1.04,662.0,0.0,0.67,,
300723.SZ,20241129,一品红,-0.11,18.74,-0.02,18.91,19.3,18.3,18.76,0.89,4.36,5.33,184380.0,34433.86,106884.0,77496.0,4.52,4.23,0.0,化学制药,广东,79.24,84.65,18.68,-1.82,3706.0,0.0,2.4,,
688191.SH,20241129,智洋创新,-0.11,18.8,-0.02,18.75,19.16,18.64,18.82,0.97,1.27,2.76,19624.0,3703.74,11172.0,8452.0,1.54,1.54,59.12,软件服务,山东,28.98,28.98,18.87,-1.04,945.0,0.0,0.86,,
833230.BJ,20241129,欧康医药,-0.11,19.0,-0.02,19.1,19.65,18.28,19.02,0.87,6.46,7.2,21913.0,4148.58,12084.0,9829.0,0.77,0.34,56.39,生物制药,四川,6.45,14.68,18.93,-1.04,1076.0,0.01,3.94,,
002174.SZ,20241129,游族网络,-0.1,9.76,-0.01,9.77,9.98,9.5,9.77,1.04,4.16,4.91,380719.0,37169.57,175484.0,205235.0,9.16,9.14,1294.81,互联网,福建,89.25,89.39,9.76,-1.82,3824.0,0.0,2.74,,
301165.SZ,20241129,锐捷网络,-0.1,49.03,-0.05,49.29,50.49,48.76,49.08,1.29,4.13,3.52,28125.0,13875.19,15021.0,13104.0,5.68,0.68,50.74,通信设备,福建,33.43,278.58,49.33,-1.82,2417.0,0.0,0.55,,
300052.SZ,20241129,中青宝,-0.1,20.0,-0.02,19.83,20.43,19.3,20.02,1.01,8.41,5.64,220169.0,43769.63,114462.0,105707.0,2.62,2.62,0.0,互联网,深圳,52.37,52.37,19.88,-1.82,4176.0,0.0,3.63,,
688593.SH,20241129,新相微,-0.1,20.03,-0.02,20.05,20.92,19.39,20.05,1.02,2.89,7.63,92204.0,18430.04,49451.0,42753.0,4.6,3.19,2016.79,半导体,上海,63.9,92.04,19.99,-1.03,2475.0,0.0,3.3,,
605080.SH,20241129,浙江自然,-0.1,20.4,-0.02,20.53,20.66,20.15,20.42,0.59,2.81,2.5,39759.0,8097.73,22538.0,17221.0,1.42,1.42,13.3,文教休闲,浙江,28.88,28.88,20.37,-1.03,2204.0,0.0,1.24,,
000026.SZ,20241129,飞亚达,-0.09,10.7,-0.01,10.72,10.8,10.61,10.71,1.35,2.53,1.77,91931.0,9849.92,46549.0,45382.0,4.06,3.63,16.48,服饰,深圳,38.81,43.42,10.71,-1.81,1801.0,0.0,0.85,,
688227.SH,20241129,品高股份,-0.09,32.07,-0.03,31.31,32.68,30.8,32.1,0.47,3.68,5.86,23214.0,7364.61,12685.0,10529.0,1.13,0.63,0.0,软件服务,广东,20.26,36.26,31.73,-1.03,1273.0,0.0,4.12,,
300961.SZ,20241129,深水海纳,-0.09,10.78,-0.01,10.85,10.85,10.43,10.79,0.86,5.3,3.89,80020.0,8530.45,42761.0,37259.0,1.77,1.51,0.0,环境保护,深圳,16.28,19.11,10.66,-1.81,2221.0,0.0,3.36,,
002428.SZ,20241129,云南锗业,-0.09,21.61,-0.02,21.4,21.82,20.68,21.63,0.87,9.77,5.27,638017.0,135632.27,336840.0,301177.0,6.53,6.53,359.14,小金属,云南,141.12,141.14,21.26,-1.81,4638.0,0.0,4.5,,
300120.SZ,20241129,经纬辉开,-0.09,11.09,-0.01,10.96,11.25,10.62,11.1,1.18,7.94,5.68,421372.0,46077.25,221502.0,199870.0,5.74,5.3,72.73,元器件,天津,58.82,63.7,10.94,-1.81,4150.0,0.0,4.43,,
300284.SZ,20241129,苏交科,-0.09,11.49,-0.01,11.3,11.68,11.05,11.5,0.96,4.55,5.48,543945.0,61788.48,273768.0,270177.0,12.63,11.94,71.05,建筑工程,江苏,137.24,145.1,11.36,-1.8,4310.0,0.0,3.98,,
000333.SZ,20241129,美的集团,-0.09,70.13,-0.06,69.68,70.77,69.55,70.19,0.85,0.4,1.74,277501.0,195111.51,129354.0,148147.0,75.61,68.79,12.55,家用电器,广东,4823.94,4905.38,70.31,-1.8,4646.0,0.0,0.83,,
603958.SH,20241129,哈森股份,-0.08,12.29,-0.01,12.25,12.45,11.98,12.3,0.91,3.93,3.82,86099.0,10534.2,43488.0,42611.0,2.19,2.19,0.0,服饰,江苏,26.96,26.96,12.23,-1.01,2611.0,0.0,2.59,,
301358.SZ,20241129,湖南裕能,-0.08,52.06,-0.04,52.33,53.49,51.35,52.1,0.87,2.06,4.11,78941.0,41320.11,42664.0,36277.0,7.57,3.83,60.27,电气设备,湖南,199.62,394.23,52.34,-1.79,3929.0,0.0,1.38,,
603042.SH,20241129,华脉科技,-0.08,13.15,-0.01,13.21,13.4,12.96,13.16,0.75,5.56,3.34,89294.0,11750.88,47652.0,41642.0,1.61,1.61,0.0,通信设备,江苏,21.12,21.12,13.16,-1.01,2572.0,0.0,1.47,,
301234.SZ,20241129,五洲医疗,-0.07,27.35,-0.02,27.49,27.59,26.85,27.37,0.83,7.11,2.7,13086.0,3572.05,6739.0,6347.0,0.68,0.18,40.62,医疗保健,安徽,5.04,18.6,27.3,-1.79,1168.0,0.01,1.86,,
300867.SZ,20241129,圣元环保,-0.07,14.28,-0.01,14.23,14.42,14.01,14.29,1.27,2.59,2.87,49638.0,7063.39,28968.0,20670.0,2.72,1.92,19.73,环境保护,福建,27.36,38.8,14.23,-1.79,1521.0,0.0,1.93,,
603016.SH,20241129,新宏泰,-0.07,28.78,-0.02,28.81,29.27,28.45,28.8,0.66,1.18,2.85,17477.0,5032.6,9813.0,7664.0,1.48,1.48,61.29,电气设备,江苏,42.64,42.64,28.8,-1.0,1344.0,0.0,1.16,,
600506.SH,20241129,统一股份,-0.07,15.02,-0.01,14.95,15.11,14.56,15.03,0.59,10.98,3.66,162177.0,24118.59,87295.0,74882.0,1.92,1.48,81.2,石油加工,新疆,22.19,28.84,14.87,-1.0,3617.0,0.0,3.16,,
601838.SH,20241129,成都银行,-0.06,15.92,-0.01,15.93,16.06,15.88,15.93,1.0,0.59,1.13,224788.0,35937.75,86415.0,138373.0,38.14,38.07,5.04,银行,四川,606.01,607.18,15.99,-1.0,3435.0,0.0,0.25,,
688728.SH,20241129,格科微,-0.06,15.98,-0.01,15.99,16.44,15.74,15.99,1.1,1.07,4.38,155680.0,24958.07,74066.0,81614.0,26.01,14.49,3842.59,半导体,上海,231.53,415.57,16.03,-1.0,3022.0,0.0,1.52,,
601965.SH,20241129,中国汽研,-0.06,17.79,-0.01,17.8,18.04,17.66,17.8,0.89,0.55,2.13,55062.0,9820.9,31415.0,23647.0,10.03,9.93,19.99,汽车服务,重庆,176.72,178.48,17.84,-0.99,2728.0,0.0,0.74,,
301176.SZ,20241129,逸豪新材,-0.05,19.46,-0.01,19.31,19.7,18.92,19.47,0.89,6.72,4.01,37858.0,7323.48,19963.0,17895.0,1.69,0.56,0.0,元器件,江西,10.97,32.9,19.34,-1.77,2113.0,0.0,2.85,,
002899.SZ,20241129,英派斯,-0.05,20.79,-0.01,20.81,21.36,20.7,20.8,0.89,3.53,3.17,52175.0,10967.14,24045.0,28130.0,1.48,1.48,26.39,文教休闲,山东,30.73,30.73,21.02,-1.77,2435.0,0.0,0.43,,
300395.SZ,20241129,菲利华,-0.05,42.08,-0.02,41.4,43.11,41.36,42.1,0.92,1.95,4.16,100087.0,42315.31,44431.0,55656.0,5.22,5.13,70.25,玻璃,湖北,216.07,219.77,42.28,-1.77,4003.0,0.0,1.74,,
830779.BJ,20241129,武汉蓝电,-0.05,44.03,-0.02,43.0,45.78,42.51,44.05,0.71,20.99,7.42,30039.0,13268.9,14891.0,15148.0,0.57,0.14,33.98,电器仪表,湖北,6.3,25.19,44.17,-0.98,2192.0,0.01,3.58,,
601225.SH,20241129,陕西煤业,-0.04,23.35,-0.01,23.47,23.62,23.17,23.36,0.87,0.24,1.93,228668.0,53525.68,106579.0,122089.0,96.95,96.95,10.65,煤炭开采,陕西,2263.78,2263.78,23.41,-0.98,4346.0,0.0,0.78,,
001379.SZ,20241129,腾达科技,-0.04,23.82,-0.01,23.6,24.16,23.38,23.83,0.75,10.91,3.27,54573.0,12986.22,28904.0,25669.0,2.0,0.5,62.05,机械基件,山东,11.91,47.64,23.8,-1.76,2653.0,0.0,1.88,,
001279.SZ,20241129,强邦新材,-0.04,48.3,-0.02,48.03,48.48,47.47,48.32,0.72,9.99,2.09,36768.0,17660.16,19981.0,16787.0,1.6,0.37,83.37,广告包装,安徽,17.78,77.28,48.03,-1.76,2993.0,0.0,1.75,,
600585.SH,20241129,海螺水泥,-0.04,25.66,-0.01,25.9,25.99,25.5,25.67,1.24,0.36,1.91,143645.0,36954.15,77470.0,66175.0,52.99,40.0,19.62,水泥,安徽,1026.32,1026.32,25.73,-0.97,4045.0,0.0,0.63,,
001696.SZ,20241129,宗申动力,-0.04,28.35,-0.01,27.8,29.7,26.9,28.36,1.63,26.27,9.87,2341945.0,658359.09,1186231.0,1155714.0,11.45,8.91,62.24,摩托车,重庆,252.69,324.62,28.11,-1.75,4744.0,0.01,5.39,,
603899.SH,20241129,晨光股份,-0.03,33.28,-0.01,32.88,33.76,32.68,33.29,0.78,1.7,3.24,157057.0,52024.89,77320.0,79737.0,9.24,9.24,22.57,文教休闲,上海,307.45,307.45,33.12,-0.96,4333.0,0.0,1.84,,
301157.SZ,20241129,华塑科技,-0.03,37.54,-0.01,37.51,38.11,36.8,37.55,0.62,5.4,3.49,11151.0,4185.5,5778.0,5373.0,0.6,0.21,77.21,电气设备,浙江,7.76,22.52,37.54,-1.74,1269.0,0.0,2.01,,
688691.SH,20241129,灿芯股份,-0.03,76.68,-0.02,75.6,81.8,74.11,76.7,1.17,19.39,10.03,49450.0,38080.79,26203.0,23247.0,1.2,0.26,84.19,半导体,上海,19.55,92.02,77.01,-0.96,2977.0,0.01,3.47,,
000407.SZ,20241129,胜利股份,0.0,3.45,0.0,3.43,3.47,3.38,3.45,0.99,2.67,2.61,233670.0,8037.81,126133.0,107537.0,8.8,8.76,20.75,供气供热,山东,30.21,30.36,3.44,-1.72,1997.0,0.0,2.07,,
000488.SZ,20241129,晨鸣纸业,0.0,3.16,0.0,3.15,3.17,3.1,3.16,0.61,3.85,2.22,647142.0,20303.45,362846.0,284296.0,29.57,16.83,0.0,造纸,山东,53.18,76.74,3.14,-1.72,3360.0,0.0,1.94,,
000518.SZ,20241129,四环生物,0.0,3.71,0.0,3.64,3.78,3.61,3.71,0.76,7.75,4.58,797602.0,29462.08,401430.0,396172.0,10.3,10.3,0.0,生物制药,江苏,38.2,38.2,3.69,-1.72,3885.0,0.0,2.77,,
000520.SZ,20241129,凤凰航运,0.0,5.27,0.0,5.33,5.33,5.16,5.27,0.72,3.17,3.23,321079.0,16796.91,181048.0,140031.0,10.12,10.12,0.0,水运,湖北,53.34,53.34,5.23,-1.72,3301.0,0.0,2.13,,
000525.SZ,20241129,*ST红阳,0.0,9.07,0.0,0.0,0.0,0.0,9.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.98,9.9,330.12,农药化肥,江苏,89.8,117.73,9.07,-1.72,0.0,0.0,0.0,,
000539.SZ,20241129,粤电力Ａ,0.0,4.65,0.0,4.64,4.68,4.6,4.65,1.12,0.93,1.72,237810.0,11045.97,124830.0,112980.0,52.5,25.54,12.48,火力发电,广东,118.76,244.14,4.64,-1.72,2502.0,0.0,1.09,,
000573.SZ,20241129,粤宏远Ａ,0.0,3.15,0.0,3.13,3.2,3.02,3.15,0.55,10.49,5.71,663954.0,20719.71,326084.0,337869.0,6.38,6.33,0.0,电气设备,广东,19.94,20.11,3.12,-1.72,3485.0,0.0,4.3,,
000582.SZ,20241129,北部湾港,0.0,7.68,0.0,7.68,7.73,7.65,7.68,0.96,1.01,1.04,177736.0,13669.4,90850.0,86886.0,22.78,17.61,14.32,港口,广西,135.25,174.92,7.69,-1.72,2388.0,0.0,0.39,,
000584.SZ,20241129,*ST工智,0.0,3.42,0.0,3.48,3.55,3.35,3.42,0.71,2.62,5.85,199023.0,6836.91,103220.0,95803.0,7.61,7.59,103.62,专用机械,江苏,25.95,26.02,3.44,-1.72,1762.0,0.0,2.09,,
000608.SZ,20241129,阳光股份,0.0,2.49,0.0,2.46,2.52,2.42,2.49,0.86,4.03,4.02,300028.0,7439.22,166691.0,133337.0,7.5,7.45,0.0,区域地产,广西,18.54,18.67,2.48,-1.72,2187.0,0.0,2.89,,
000707.SZ,20241129,双环科技,0.0,7.85,0.0,7.82,7.92,7.77,7.85,0.78,2.04,1.91,94497.0,7432.42,55163.0,39334.0,4.64,4.64,8.31,化工原料,湖北,36.44,36.44,7.87,-1.72,1545.0,0.0,1.03,,
000709.SZ,20241129,河钢股份,0.0,2.22,0.0,2.21,2.24,2.19,2.22,0.86,0.7,2.25,719848.0,15966.15,304011.0,415837.0,103.37,103.35,30.26,普钢,河北,229.45,229.48,2.22,-1.72,3274.0,0.0,1.37,,
000757.SZ,20241129,浩物股份,0.0,4.16,0.0,4.13,4.2,4.09,4.16,0.72,1.84,2.64,98203.0,4068.63,56281.0,41922.0,5.33,5.33,0.0,汽车服务,四川,22.16,22.16,4.14,-1.72,1498.0,0.0,1.71,,
