ts_code,trade_date,name,pct_change,close,change,open,high,low,pre_close,vol_ratio,turn_over,swing,vol,amount,selling,buying,total_share,float_share,pe,industry,area,float_mv,total_mv,avg_price,strength,activity,avg_turnover,attack,interval_3,interval_6
688605.SH,20241129,先锋精科,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,半导体,江苏,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
688708.SH,20241129,佳驰科技,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,化工原料,四川,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
301585.SZ,20241129,蓝宇股份,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,染料涂料,浙江,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
301622.SZ,20241129,英思特,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,矿物制品,内蒙,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
301270.SZ,20241129,汉仪股份,-10.75,40.0,-4.82,40.0,41.66,38.1,44.82,1.4,16.25,7.94,120363.0,47941.67,64083.0,56280.0,1.0,0.74,592.12,软件服务,北京,29.62,40.0,39.83,-12.47,3382.0,0.0,4.99,,
002718.SZ,20241129,友邦吊顶,-10.03,14.0,-1.56,15.15,15.15,14.0,15.56,1.69,18.26,7.39,119088.0,16970.67,71825.0,47263.0,1.31,0.65,0.0,其他建材,浙江,9.13,18.4,14.25,-11.74,2961.0,0.01,0.0,,
002348.SZ,20241129,高乐股份,-10.0,4.23,-0.47,4.23,4.63,4.23,4.7,1.79,27.47,8.51,2441926.0,105255.11,932838.0,1509088.0,9.47,8.89,0.0,文教休闲,广东,37.6,40.07,4.31,-11.72,4035.0,0.01,0.0,,
002741.SZ,20241129,光华科技,-10.0,17.1,-1.9,17.67,18.07,17.1,19.0,1.41,26.98,5.11,975443.0,167905.93,409440.0,566003.0,4.65,3.62,879.94,化工原料,广东,61.82,79.52,17.21,-11.72,4352.0,0.01,0.0,,
001229.SZ,20241129,魅视科技,-9.99,47.73,-5.3,47.73,54.82,47.73,53.03,1.86,70.82,13.37,208261.0,101381.29,69841.0,138420.0,1.0,0.29,68.67,IT设备,广东,14.04,47.73,48.68,-11.71,3183.0,0.02,0.0,,
002862.SZ,20241129,实丰文化,-9.99,37.48,-4.16,37.48,37.48,37.48,41.64,0.25,4.64,0.0,41855.0,15687.25,1756.0,40099.0,1.2,0.9,745.85,文教休闲,广东,33.8,44.98,37.48,-11.71,1910.0,0.0,0.0,,
603078.SH,20241129,江化微,-9.98,20.56,-2.28,22.83,23.31,20.56,22.84,1.78,21.03,12.04,811088.0,175364.89,411701.0,399387.0,3.86,3.86,68.94,半导体,江苏,79.29,79.29,21.62,-10.92,4713.0,0.0,0.0,,
600641.SH,20241129,万业企业,-9.98,18.59,-2.06,18.8,19.27,18.59,20.65,1.86,5.9,3.29,548844.0,102454.48,170204.0,378640.0,9.31,9.31,0.0,区域地产,上海,173.0,173.0,18.67,-10.91,3766.0,0.0,0.0,,
002469.SZ,20241129,三维化学,-9.75,8.61,-0.93,8.98,9.16,8.59,9.54,1.88,31.94,5.97,2008434.0,175446.89,1087731.0,920703.0,6.49,6.29,28.71,化工原料,山东,54.15,55.87,8.74,-11.47,4730.0,0.01,0.23,,
603906.SH,20241129,龙蟠科技,-9.4,12.91,-1.34,13.61,14.14,12.83,14.25,1.67,13.62,9.19,769580.0,101867.23,442247.0,327333.0,6.65,5.65,0.0,电气设备,江苏,72.95,72.95,13.24,-10.34,4671.0,0.0,0.62,,
831855.BJ,20241129,浙江大农,-9.12,27.81,-2.79,31.05,32.15,26.02,30.6,1.49,56.19,20.03,148713.0,43516.97,80792.0,67921.0,0.75,0.26,62.14,机床制造,浙江,7.36,20.78,29.26,-10.05,3339.0,0.02,6.88,,
002292.SZ,20241129,奥飞娱乐,-9.04,9.26,-0.92,9.21,10.01,9.16,10.18,1.29,36.39,8.35,3704363.0,344496.38,1386739.0,2317623.0,14.79,10.18,144.15,影视音像,广东,94.25,136.93,9.3,-10.75,4697.0,0.01,1.09,,
300703.SZ,20241129,创源股份,-8.95,12.61,-1.24,13.26,13.48,12.18,13.85,1.01,23.47,9.39,398251.0,50895.63,227145.0,171106.0,1.8,1.7,28.58,文教休闲,浙江,21.39,22.75,12.78,-10.67,4259.0,0.01,3.53,,
000590.SZ,20241129,启迪药业,-8.71,7.76,-0.74,8.29,8.4,7.68,8.5,1.55,9.5,8.47,227328.0,17932.21,132249.0,95079.0,2.39,2.39,0.0,中成药,湖南,18.58,18.58,7.89,-10.42,3444.0,0.0,1.04,,
300131.SZ,20241129,英唐智控,-8.66,7.91,-0.75,7.16,8.48,7.16,8.66,1.21,14.9,15.24,1552944.0,121249.56,764787.0,788157.0,11.35,10.42,145.5,元器件,深圳,82.44,89.78,7.81,-10.38,4593.0,0.0,10.47,,
002467.SZ,20241129,二六三,-8.65,8.13,-0.77,8.89,9.59,8.01,8.9,2.1,51.16,17.75,6975078.0,584026.98,3344851.0,3630226.0,13.75,13.63,130.02,互联网,北京,110.84,111.82,8.37,-10.37,4739.0,0.01,1.5,,
603395.SH,20241129,C红四方,-8.1,66.9,-5.9,68.0,73.5,66.5,72.8,0.76,60.68,9.62,244846.0,167462.76,132287.0,112559.0,2.0,0.4,89.72,农药化肥,安徽,26.99,133.8,68.4,-9.04,4720.0,0.01,0.6,,
300029.SZ,20241129,ST天龙,-7.97,5.66,-0.49,5.45,5.77,5.33,6.15,1.63,5.03,7.15,100744.0,5639.09,50007.0,50737.0,2.01,2.0,0.0,建筑工程,江苏,11.34,11.35,5.6,-9.68,1169.0,0.0,6.19,,
600246.SH,20241129,万通发展,-7.61,9.47,-0.78,10.19,10.2,9.47,10.25,1.55,5.16,7.12,1024943.0,99788.15,488247.0,536696.0,19.87,19.87,0.0,区域地产,北京,188.21,188.21,9.74,-8.54,4521.0,0.0,0.0,,
603706.SH,20241129,东方环宇,-7.4,20.52,-1.64,21.83,21.83,19.94,22.16,1.11,8.66,8.53,164076.0,33817.9,92866.0,71210.0,1.89,1.89,23.95,供气供热,新疆,38.86,38.86,20.61,-8.33,3901.0,0.0,2.91,,
300640.SZ,20241129,德艺文创,-7.27,6.63,-0.52,6.76,6.93,6.47,7.15,0.78,25.09,6.43,557475.0,37352.83,334072.0,223403.0,3.12,2.22,137.61,家居用品,福建,14.73,20.72,6.7,-8.99,4146.0,0.01,2.47,,
300117.SZ,20241129,*ST嘉寓,-7.25,1.28,-0.1,1.39,1.4,1.27,1.38,0.76,12.19,9.42,873877.0,11498.65,528124.0,345753.0,7.17,7.17,0.0,电气设备,北京,9.17,9.17,1.32,-8.96,2538.0,0.0,0.79,,
870199.BJ,20241129,倍益康,-7.12,36.0,-2.76,35.58,41.79,34.1,38.76,1.53,33.53,19.84,124725.0,46335.0,61385.0,63340.0,0.68,0.37,88.66,家用电器,四川,13.39,24.52,37.15,-8.05,3352.0,0.01,5.57,,
000801.SZ,20241129,四川九洲,-7.11,16.47,-1.26,17.05,17.45,16.07,17.73,0.84,18.35,7.78,1876446.0,311187.48,1003229.0,873217.0,10.23,10.23,105.43,家用电器,四川,168.46,168.46,16.58,-8.82,4740.0,0.0,2.49,,
300942.SZ,20241129,易瑞生物,-6.97,9.88,-0.74,10.4,10.6,9.74,10.62,1.18,6.84,8.1,274288.0,27363.12,161599.0,112689.0,4.01,4.01,762.27,医疗保健,深圳,39.61,39.61,9.98,-8.69,3698.0,0.0,1.44,,
002598.SZ,20241129,山东章鼓,-6.89,10.13,-0.75,10.29,10.49,9.8,10.88,1.3,19.9,6.34,561229.0,56644.87,326472.0,234757.0,3.12,2.82,23.29,机械基件,山东,28.57,31.61,10.09,-8.61,4287.0,0.0,3.37,,
873527.BJ,20241129,夜光明,-6.68,18.99,-1.36,19.3,20.44,18.38,20.35,1.33,32.83,10.12,118901.0,22882.24,68509.0,50392.0,0.6,0.36,78.27,化工原料,浙江,6.88,11.4,19.24,-7.62,2796.0,0.01,3.32,,
000695.SZ,20241129,滨海能源,-6.66,12.05,-0.86,12.4,12.41,11.83,12.91,1.11,11.43,4.49,253385.0,30666.62,148143.0,105242.0,2.22,2.22,1111.66,广告包装,天津,26.72,26.77,12.1,-8.38,4020.0,0.0,1.86,,
002321.SZ,20241129,华英农业,-6.57,2.56,-0.18,2.66,2.7,2.53,2.74,1.0,5.52,6.2,1172769.0,30314.0,685956.0,486813.0,21.33,21.24,124.85,农业综合,河南,54.38,54.6,2.58,-8.29,4175.0,0.0,1.19,,
688091.SH,20241129,上海谊众,-6.57,42.97,-3.02,44.9,44.9,42.33,45.99,1.05,2.61,5.59,53678.0,23347.53,30182.0,23496.0,2.06,2.06,191.26,化学制药,上海,88.41,88.41,43.5,-7.5,2489.0,0.0,1.51,,
600800.SH,20241129,渤海化学,-6.57,3.7,-0.26,3.67,3.92,3.56,3.96,1.24,14.74,9.09,1635496.0,59617.12,926966.0,708530.0,11.1,11.1,0.0,化工原料,天津,41.06,41.07,3.65,-7.5,4598.0,0.0,3.93,,
872351.BJ,20241129,华光源海,-6.49,17.0,-1.18,17.66,19.29,16.6,18.18,0.82,37.17,14.8,131068.0,23332.2,71717.0,59351.0,0.88,0.35,178.92,仓储物流,湖南,5.99,14.97,17.8,-7.42,2839.0,0.01,2.41,,
600470.SH,20241129,六国化工,-6.39,6.15,-0.42,6.29,6.38,6.1,6.57,0.72,17.92,4.26,934560.0,58069.62,545533.0,389027.0,5.22,5.22,62.7,农药化肥,安徽,32.08,32.08,6.21,-7.33,4591.0,0.0,0.82,,
836826.BJ,20241129,盖世食品,-6.26,14.82,-0.99,16.13,17.98,14.78,15.81,1.74,45.57,20.24,284179.0,46833.03,143869.0,140310.0,1.41,0.62,50.02,食品,辽宁,9.24,20.82,16.48,-7.2,3339.0,0.01,0.27,,
300043.SZ,20241129,星辉娱乐,-6.2,4.39,-0.29,4.42,4.57,4.15,4.68,0.68,20.08,8.97,2496438.0,108703.14,1367213.0,1129225.0,12.44,12.44,0.0,互联网,广东,54.59,54.62,4.35,-7.91,4670.0,0.0,5.78,,
002889.SZ,20241129,东方嘉盛,-6.18,25.2,-1.66,26.56,26.56,24.33,26.86,1.75,20.92,8.3,366433.0,92652.31,188196.0,178237.0,2.7,1.75,28.4,仓储物流,深圳,44.14,67.98,25.28,-7.9,4506.0,0.0,3.58,,
002045.SZ,20241129,国光电器,-6.1,18.93,-1.23,19.48,20.81,18.38,20.16,1.3,36.57,12.05,2054816.0,403942.53,1050376.0,1004440.0,5.62,5.62,32.71,元器件,广东,106.35,106.48,19.66,-7.82,4743.0,0.01,2.99,,
000962.SZ,20241129,东方钽业,-6.1,15.86,-1.03,16.24,17.88,15.65,16.89,2.06,18.71,13.2,927331.0,153203.93,447608.0,479723.0,5.05,4.96,38.48,小金属,宁夏,78.61,80.09,16.52,-7.82,4554.0,0.0,1.34,,
300006.SZ,20241129,莱美药业,-6.07,5.11,-0.33,5.37,5.41,5.09,5.44,1.15,7.16,5.88,756225.0,39357.14,427718.0,328507.0,10.56,10.56,0.0,化学制药,重庆,53.95,53.96,5.2,-7.78,3793.0,0.0,0.39,,
002971.SZ,20241129,和远气体,-5.8,22.9,-1.41,24.29,25.09,22.84,24.31,1.65,6.16,9.26,99939.0,23829.99,47742.0,52197.0,2.08,1.62,60.76,化工原料,湖北,37.15,47.63,23.84,-7.52,2905.0,0.0,0.26,,
300664.SZ,20241129,鹏鹞环保,-5.79,6.35,-0.39,6.55,6.69,6.1,6.74,1.88,19.66,8.75,1479186.0,93564.84,788158.0,691028.0,7.6,7.52,17.27,环境保护,江苏,47.77,48.25,6.33,-7.5,4261.0,0.0,4.1,,
831768.BJ,20241129,拾比佰,-5.62,11.75,-0.7,11.91,12.97,11.4,12.45,0.82,19.1,12.61,146269.0,17633.75,84915.0,61354.0,1.11,0.77,0.0,家用电器,广东,9.0,13.04,12.06,-6.56,2507.0,0.01,3.07,,
300711.SZ,20241129,广哈通信,-5.55,25.7,-1.51,25.04,26.98,23.99,27.21,1.65,17.13,10.99,425628.0,107997.3,228528.0,197100.0,2.49,2.48,229.17,通信设备,广东,63.85,64.04,25.37,-7.27,4517.0,0.0,7.13,,
872895.BJ,20241129,花溪科技,-5.47,20.06,-1.16,20.0,20.88,19.23,21.22,0.97,18.02,7.78,51793.0,10400.41,29683.0,22110.0,0.57,0.29,208.36,农用机械,河南,5.76,11.34,20.08,-6.4,2091.0,0.01,4.32,,
