ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price,imp_dg,create_time
600760.SH,中航沈飞,20241124,中航沈飞：新型号亮相航展，受合同签订进度影响业绩短期波动,一般,一般报告,兴业证券,"石康,李博彦,董昕瑞",2026Q4,5433300.0,,601600.0,540700.0,1.96,25.2,,21.8,,增持,,,,2024-11-25 18:07:48
600873.SH,梅花生物,20241124,梅花生物：拟收购协和发酵部分资产，迈出“出海”重要一步,点评,一般报告,中金,"侯一林,贾雄伟,裘孝锋",2025Q4,2931100.0,,395500.0,337900.0,1.18,8.9,4.5,19.8,4.9,跑赢行业,,13.7,,2024-11-25 18:07:48
601595.SH,上海电影,20241124,上海电影：拟收购上影元19%股权，有望增厚上市公司利润并加大IP开发力度,点评,一般报告,东吴证券,"张良卫,周良玖,张文雨",2025Q4,86219.0,,31100.0,24711.0,0.55,56.54,,12.54,,买入,,,,2024-11-25 18:07:48
601595.SH,上海电影,20241124,上海电影：拟收购上影元19%股权，有望增厚上市公司利润并加大IP开发力度,点评,一般报告,东吴证券,"张良卫,周良玖,张文雨",2026Q4,107771.0,,46800.0,36779.0,0.82,37.98,,15.72,,买入,,,,2024-11-25 18:07:48
600873.SH,梅花生物,20241124,梅花生物：拟跨境收购资产，引入合成生物学延伸产业链,点评,一般报告,长江证券,马太,2024Q4,2676200.0,508800.0,351400.0,300200.0,1.05,10.03,,19.2,5.43,买入,,,,2024-11-25 18:07:48
600873.SH,梅花生物,20241124,梅花生物：拟跨境收购资产，引入合成生物学延伸产业链,点评,一般报告,长江证券,马太,2025Q4,2936800.0,592300.0,419400.0,358400.0,1.26,8.4,,18.6,3.89,买入,,,,2024-11-25 18:07:48
600873.SH,梅花生物,20241124,梅花生物：拟跨境收购资产，引入合成生物学延伸产业链,点评,一般报告,长江证券,马太,2026Q4,3075900.0,642600.0,461600.0,394300.0,1.38,7.63,,17.0,2.89,买入,,,,2024-11-25 18:07:48
600873.SH,梅花生物,20241124,梅花生物：拟收购协和发酵部分资产，迈出“出海”重要一步,点评,一般报告,中金,"侯一林,贾雄伟,裘孝锋",2024Q4,2736700.0,,360800.0,308300.0,1.08,9.8,4.1,20.4,5.6,跑赢行业,,13.7,,2024-11-25 18:07:48
002230.SZ,科大讯飞,20241124,科大讯飞：发布首期员工持股计划，提升员工凝聚力,点评,一般报告,财通证券,"杨烨,李宇轩",2024Q4,2282085.0,,34034.0,43664.0,0.19,259.0,0.1,2.53,48.5,增持,,,,2024-11-25 18:07:48
600760.SH,中航沈飞,20241124,中航沈飞：新型号亮相航展，受合同签订进度影响业绩短期波动,一般,一般报告,兴业证券,"石康,李博彦,董昕瑞",2025Q4,4941500.0,,506100.0,452700.0,1.64,30.1,,21.6,,增持,,,,2024-11-25 18:07:48
002230.SZ,科大讯飞,20241124,科大讯飞：发布首期员工持股计划，提升员工凝聚力,点评,一般报告,财通证券,"杨烨,李宇轩",2025Q4,2759406.0,,92313.0,109351.0,0.47,103.42,0.3,6.07,37.2,增持,,,,2024-11-25 18:07:48
002230.SZ,科大讯飞,20241124,科大讯飞：发布首期员工持股计划，提升员工凝聚力,点评,一般报告,财通证券,"杨烨,李宇轩",2026Q4,3353990.0,,133647.0,136951.0,0.59,82.58,0.3,7.2,31.8,增持,,,,2024-11-25 18:07:48
002156.SZ,通富微电,20241124,通富微电：通富超威新基地竣工，一期聚焦FCBGA高端先进封测,点评,一般报告,华金证券,"孙远峰,王海维,宋鹏",2024Q4,2380600.0,,89300.0,80400.0,0.53,56.0,,5.7,14.2,买入,,,,2024-11-25 18:07:48
002156.SZ,通富微电,20241124,通富微电：通富超威新基地竣工，一期聚焦FCBGA高端先进封测,点评,一般报告,华金证券,"孙远峰,王海维,宋鹏",2025Q4,2823100.0,,135400.0,120500.0,0.79,37.3,,7.9,12.0,买入,,,,2024-11-25 18:07:48
002156.SZ,通富微电,20241124,通富微电：通富超威新基地竣工，一期聚焦FCBGA高端先进封测,点评,一般报告,华金证券,"孙远峰,王海维,宋鹏",2026Q4,3281300.0,,177300.0,156700.0,1.03,28.7,,9.3,9.2,买入,,,,2024-11-25 18:07:48
600760.SH,中航沈飞,20241124,中航沈飞：新型号亮相航展，受合同签订进度影响业绩短期波动,一般,一般报告,兴业证券,"石康,李博彦,董昕瑞",2024Q4,4300200.0,,422600.0,376500.0,1.37,36.2,,21.1,,增持,,,,2024-11-25 18:07:48
601595.SH,上海电影,20241124,上海电影：拟收购上影元19%股权，有望增厚上市公司利润并加大IP开发力度,点评,一般报告,东吴证券,"张良卫,周良玖,张文雨",2024Q4,73342.0,,16000.0,11879.0,0.27,117.61,,6.89,,买入,,,,2024-11-25 18:07:48
920098.SH,科隆新材,20241124,科隆新材：煤机液压支架综合服务“小巨人”，布局军民两用新型合成材料——北交所新股申购策略报告之一百二十六,新股,首次关注,申万宏源证券,"刘靖,王雨晴,郑菁华",,,,,,,,,,,无,,,,2024-11-24 18:07:22
002093.SZ,国脉科技,20241124,国脉科技公司动态报告：ICT建设服务商，产教融合打开成长空间,一般,首次关注,民生证券,"马天诣,范宇",2026Q4,89350.0,,34300.0,29600.0,0.29,26.0,0.36,7.04,22.45,推荐,,,,2024-11-24 18:07:22
002093.SZ,国脉科技,20241124,国脉科技公司动态报告：ICT建设服务商，产教融合打开成长空间,一般,首次关注,民生证券,"马天诣,范宇",2025Q4,76325.0,,26600.0,22900.0,0.23,34.0,0.28,5.84,27.77,推荐,,,,2024-11-24 18:07:22
002093.SZ,国脉科技,20241124,国脉科技公司动态报告：ICT建设服务商，产教融合打开成长空间,一般,首次关注,民生证券,"马天诣,范宇",2024Q4,62555.0,,24200.0,20900.0,0.21,37.0,0.25,5.62,37.49,推荐,,,,2024-11-24 18:07:22
601918.SH,新集能源,20241124,新集能源：板集电厂二期量增改善业绩，煤电一体化稳步推进,点评,一般报告,长江证券,"肖勇,赵超,叶如祯,庄越",2026Q4,1607000.0,699300.0,438300.0,279400.0,1.08,7.19,2.6,13.2,4.62,买入,,,,2024-11-24 18:07:22
601918.SH,新集能源,20241124,新集能源：板集电厂二期量增改善业绩，煤电一体化稳步推进,点评,一般报告,长江证券,"肖勇,赵超,叶如祯,庄越",2025Q4,1405000.0,597000.0,379000.0,241600.0,0.93,8.31,2.2,13.1,6.28,买入,,,,2024-11-24 18:07:22
601918.SH,新集能源,20241124,新集能源：板集电厂二期量增改善业绩，煤电一体化稳步推进,点评,一般报告,长江证券,"肖勇,赵超,叶如祯,庄越",2024Q4,1342200.0,558900.0,371900.0,237100.0,0.92,8.47,2.2,14.8,5.97,买入,,,,2024-11-24 18:07:22
603950.SH,长源东谷,20241124,长源东谷：新能源混动项目放量，业绩拐点显现,点评,一般报告,中信建投,"秦基栗,邓皓烛,林赫涵",2025Q4,253064.0,,,39513.0,1.22,13.09,,13.11,,买入,,,,2024-11-24 18:07:22
603950.SH,长源东谷,20241124,长源东谷：新能源混动项目放量，业绩拐点显现,点评,一般报告,中信建投,"秦基栗,邓皓烛,林赫涵",2024Q4,185043.0,,,23041.0,0.71,22.45,,8.63,,买入,,,,2024-11-24 18:07:22
600079.SH,人福医药,20241124,人福医药2024年三季报点评：宜昌人福经营表现亮眼，汇兑损益影响整体利润,点评,一般报告,华创证券,"郑辰,朱珂琛",2026Q4,3108600.0,,478000.0,301500.0,1.85,13.0,,13.5,8.0,推荐,,30.8,,2024-11-24 18:07:22
600079.SH,人福医药,20241124,人福医药2024年三季报点评：宜昌人福经营表现亮眼，汇兑损益影响整体利润,点评,一般报告,华创证券,"郑辰,朱珂琛",2025Q4,2860400.0,,398700.0,251500.0,1.54,15.0,,12.4,9.0,推荐,,30.8,,2024-11-24 18:07:22
600079.SH,人福医药,20241124,人福医药2024年三季报点评：宜昌人福经营表现亮眼，汇兑损益影响整体利润,点评,一般报告,华创证券,"郑辰,朱珂琛",2024Q4,2645100.0,,346500.0,218500.0,1.34,18.0,,11.8,10.0,推荐,,30.8,,2024-11-24 18:07:22
300705.SZ,九典制药,20241124,九典制药：产品矩阵日益丰富，打造经皮给药制剂领域龙头企业,一般,首次关注,国盛证券,"张金洋,胡偌碧",2026Q4,424500.0,,96300.0,87600.0,1.77,13.1,,25.0,9.2,买入,,,,2024-11-24 18:07:22
300705.SZ,九典制药,20241124,九典制药：产品矩阵日益丰富，打造经皮给药制剂领域龙头企业,一般,首次关注,国盛证券,"张金洋,胡偌碧",2025Q4,368100.0,,76000.0,69100.0,1.4,16.6,,23.9,11.8,买入,,,,2024-11-24 18:07:22
300705.SZ,九典制药,20241124,九典制药：产品矩阵日益丰富，打造经皮给药制剂领域龙头企业,一般,首次关注,国盛证券,"张金洋,胡偌碧",2024Q4,308000.0,,57100.0,51900.0,1.05,22.1,,21.6,15.3,买入,,,,2024-11-24 18:07:22
600728.SH,佳都科技,20241124,佳都科技点评报告：广州交通新蓝图，轨交业务迎重大利好,一般,一般报告,浙商证券,"刘雯蜀,刘静一",2026Q4,1011600.0,,56000.0,50400.0,0.24,23.44,,5.86,12.13,买入,,7.95,,2024-11-24 18:07:22
600728.SH,佳都科技,20241124,佳都科技点评报告：广州交通新蓝图，轨交业务迎重大利好,一般,一般报告,浙商证券,"刘雯蜀,刘静一",2025Q4,823000.0,,23100.0,20800.0,0.1,56.75,,2.59,22.54,买入,,7.95,,2024-11-24 18:07:22
600728.SH,佳都科技,20241124,佳都科技点评报告：广州交通新蓝图，轨交业务迎重大利好,一般,一般报告,浙商证券,"刘雯蜀,刘静一",2024Q4,710000.0,,7000.0,6300.0,0.03,188.56,,0.8,30.87,买入,,7.95,,2024-11-24 18:07:22
000725.SZ,京东方A,20241124,京东方A：业绩增速亮眼，子公司挂牌提升竞争力,一般,首份报告,广发证券,"王亮,耿正,王钰乔",2026Q4,25132500.0,,1344800.0,1210300.0,0.32,13.19,,8.4,2.92,买入,,5.27,,2024-11-24 18:07:22
000725.SZ,京东方A,20241124,京东方A：业绩增速亮眼，子公司挂牌提升竞争力,一般,首份报告,广发证券,"王亮,耿正,王钰乔",2025Q4,22644900.0,,909200.0,886500.0,0.24,18.01,,6.5,3.79,买入,,5.27,,2024-11-24 18:07:22
000725.SZ,京东方A,20241124,京东方A：业绩增速亮眼，子公司挂牌提升竞争力,一般,首份报告,广发证券,"王亮,耿正,王钰乔",2024Q4,20026600.0,,445700.0,467900.0,0.12,34.11,,3.5,4.81,买入,,5.27,,2024-11-24 18:07:22
688205.SH,德科立,20241124,德科立：长距离光传输领先企业，DCI打开增长空间,深度,首次关注,招商证券,"梁程加,刘浩天",2025Q4,129600.0,,23300.0,18700.0,1.54,43.8,,8.0,32.8,强烈推荐,,,,2024-11-24 18:07:22
688205.SH,德科立,20241124,德科立：长距离光传输领先企业，DCI打开增长空间,深度,首次关注,招商证券,"梁程加,刘浩天",2026Q4,180300.0,,33400.0,26700.0,2.21,30.5,,10.6,23.2,强烈推荐,,,,2024-11-24 18:07:22
688205.SH,德科立,20241124,德科立：长距离光传输领先企业，DCI打开增长空间,深度,首次关注,招商证券,"梁程加,刘浩天",2024Q4,91000.0,,16100.0,13000.0,1.07,63.0,,5.8,46.4,强烈推荐,,,,2024-11-24 18:07:22
688401.SH,路维光电,20241124,路维光电点评报告：业绩稳步向好，国产高精度显示+半导体掩膜版成长空间广阔,点评,一般报告,浙商证券,"蒋高振,王凌涛,陈诗含",2024Q4,86200.0,,20300.0,18300.0,0.94,28.5,,12.9,19.21,买入,,,,2024-11-24 18:07:22
688401.SH,路维光电,20241124,路维光电点评报告：业绩稳步向好，国产高精度显示+半导体掩膜版成长空间广阔,点评,一般报告,浙商证券,"蒋高振,王凌涛,陈诗含",2025Q4,108300.0,,27200.0,24300.0,1.26,21.43,,15.33,15.5,买入,,,,2024-11-24 18:07:22
688401.SH,路维光电,20241124,路维光电点评报告：业绩稳步向好，国产高精度显示+半导体掩膜版成长空间广阔,点评,一般报告,浙商证券,"蒋高振,王凌涛,陈诗含",2026Q4,131200.0,,34300.0,30600.0,1.58,17.0,,17.03,13.09,买入,,,,2024-11-24 18:07:22
688513.SH,苑东生物,20241124,苑东生物2024年三季报点评：剔除股权激励费用后Q3扣非增长31%，超预期,点评,一般报告,华创证券,"郑辰,朱珂琛",2024Q4,136400.0,,28500.0,26700.0,1.51,22.0,,9.3,17.0,强推,,49.9,,2024-11-24 18:07:22
688513.SH,苑东生物,20241124,苑东生物2024年三季报点评：剔除股权激励费用后Q3扣非增长31%，超预期,点评,一般报告,华创证券,"郑辰,朱珂琛",2025Q4,169700.0,,34300.0,32200.0,1.82,18.0,,10.4,13.0,强推,,49.9,,2024-11-24 18:07:22
688513.SH,苑东生物,20241124,苑东生物2024年三季报点评：剔除股权激励费用后Q3扣非增长31%，超预期,点评,一般报告,华创证券,"郑辰,朱珂琛",2026Q4,210100.0,,42000.0,39400.0,2.23,15.0,,11.6,11.0,强推,,49.9,,2024-11-24 18:07:22
603369.SH,今世缘,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2025Q4,1330000.0,,,410000.0,3.268,,,,,无,,,,2024-11-25 18:07:48
000799.SZ,酒鬼酒,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2025Q4,150000.0,,,10000.0,0.308,,,,,无,,,,2024-11-25 18:07:48
000799.SZ,酒鬼酒,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2026Q4,170000.0,,,20000.0,0.616,,,,,无,,,,2024-11-25 18:07:48
002304.SZ,洋河股份,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2024Q4,2980000.0,,,820000.0,5.443,,,,,无,,,,2024-11-25 18:07:48
002304.SZ,洋河股份,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2025Q4,2850000.0,,,780000.0,5.178,,,,,无,,,,2024-11-25 18:07:48
002304.SZ,洋河股份,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2026Q4,3040000.0,,,850000.0,5.642,,,,,无,,,,2024-11-25 18:07:48
603369.SH,今世缘,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2024Q4,1190000.0,,,370000.0,2.949,,,,,无,,,,2024-11-25 18:07:48
603369.SH,今世缘,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2026Q4,1500000.0,,,480000.0,3.826,,,,,无,,,,2024-11-25 18:07:48
603919.SH,金徽酒,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2025Q4,340000.0,,,50000.0,0.986,,,,,无,,,,2024-11-25 18:07:48
000596.SZ,古井贡酒,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2024Q4,2390000.0,,,570000.0,10.783,,,,,无,,,,2024-11-25 18:07:48
000596.SZ,古井贡酒,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2025Q4,2650000.0,,,650000.0,12.297,,,,,无,,,,2024-11-25 18:07:48
000596.SZ,古井贡酒,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2026Q4,2990000.0,,,770000.0,14.567,,,,,无,,,,2024-11-25 18:07:48
603198.SH,迎驾贡酒,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2024Q4,760000.0,,,270000.0,3.375,,,,,无,,,,2024-11-25 18:07:48
603198.SH,迎驾贡酒,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2025Q4,820000.0,,,300000.0,3.75,,,,,无,,,,2024-11-25 18:07:48
603198.SH,迎驾贡酒,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2026Q4,910000.0,,,340000.0,4.25,,,,,无,,,,2024-11-25 18:07:48
000799.SZ,酒鬼酒,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2024Q4,140000.0,,,10000.0,0.308,,,,,无,,,,2024-11-25 18:07:48
600779.SH,水井坊,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2026Q4,590000.0,,,160000.0,3.276,,,,,无,,,,2024-11-25 18:07:48
600779.SH,水井坊,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2025Q4,540000.0,,,150000.0,3.071,,,,,无,,,,2024-11-25 18:07:48
600779.SH,水井坊,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2024Q4,520000.0,,,140000.0,2.867,,,,,无,,,,2024-11-25 18:07:48
600702.SH,舍得酒业,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2026Q4,650000.0,,,120000.0,3.602,,,,,无,,,,2024-11-25 18:07:48
600702.SH,舍得酒业,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2025Q4,600000.0,,,110000.0,3.302,,,,,无,,,,2024-11-25 18:07:48
600702.SH,舍得酒业,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2024Q4,570000.0,,,90000.0,2.701,,,,,无,,,,2024-11-25 18:07:48
600809.SH,山西汾酒,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2026Q4,4590000.0,,,1580000.0,12.951,,,,,无,,,,2024-11-25 18:07:48
600809.SH,山西汾酒,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2025Q4,4130000.0,,,1400000.0,11.476,,,,,无,,,,2024-11-25 18:07:48
600809.SH,山西汾酒,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2024Q4,3720000.0,,,1250000.0,10.246,,,,,无,,,,2024-11-25 18:07:48
000568.SZ,泸州老窖,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2026Q4,3970000.0,,,1790000.0,12.161,,,,,无,,,,2024-11-25 18:07:48
000568.SZ,泸州老窖,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2025Q4,3580000.0,,,1590000.0,10.802,,,,,无,,,,2024-11-25 18:07:48
000568.SZ,泸州老窖,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2024Q4,3310000.0,,,1460000.0,9.919,,,,,无,,,,2024-11-25 18:07:48
000858.SZ,五粮液,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2026Q4,10620000.0,,,3940000.0,10.15,,,,,无,,,,2024-11-25 18:07:48
000858.SZ,五粮液,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2025Q4,9840000.0,,,3620000.0,9.326,,,,,无,,,,2024-11-25 18:07:48
000858.SZ,五粮液,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2024Q4,9110000.0,,,3330000.0,8.579,,,,,无,,,,2024-11-25 18:07:48
603919.SH,金徽酒,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2024Q4,300000.0,,,40000.0,0.789,,,,,无,,,,2024-11-25 18:07:48
603919.SH,金徽酒,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2026Q4,390000.0,,,60000.0,1.183,,,,,无,,,,2024-11-25 18:07:48
301291.SZ,明阳电气,20241123,电网设备2025年策略：把握出海、特高压、配用电三条主线,非个股,一般报告,国金证券,姚遥,2024Q4,,,,66000.0,2.114,,,,,无,,,,2024-11-25 18:07:48
301291.SZ,明阳电气,20241123,电网设备2025年策略：把握出海、特高压、配用电三条主线,非个股,一般报告,国金证券,姚遥,2025Q4,,,,87000.0,2.787,,,,,无,,,,2024-11-25 18:07:48
301291.SZ,明阳电气,20241123,电网设备2025年策略：把握出海、特高压、配用电三条主线,非个股,一般报告,国金证券,姚遥,2026Q4,,,,114000.0,3.652,,,,,无,,,,2024-11-25 18:07:48
600197.SH,伊力特,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2024Q4,220000.0,,,40000.0,0.847,,,,,无,,,,2024-11-25 18:07:48
002463.SZ,沪电股份,20241123,通信：英伟达财报背后的启示,非个股,一般报告,国盛证券,"宋嘉吉,黄瀚,石瑜捷",2024Q4,,,,239767.034,1.25,,,,,买入,,,,2024-11-25 18:07:48
002463.SZ,沪电股份,20241123,通信：英伟达财报背后的启示,非个股,一般报告,国盛证券,"宋嘉吉,黄瀚,石瑜捷",2025Q4,,,,312656.212,1.63,,,,,买入,,,,2024-11-25 18:07:48
002463.SZ,沪电股份,20241123,通信：英伟达财报背后的启示,非个股,一般报告,国盛证券,"宋嘉吉,黄瀚,石瑜捷",2026Q4,,,,375954.71,1.96,,,,,买入,,,,2024-11-25 18:07:48
002847.SZ,盐津铺子,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2026Q4,810000.0,,,100000.0,3.665,,,,,无,,,,2024-11-25 18:07:48
002847.SZ,盐津铺子,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2025Q4,660000.0,,,80000.0,2.932,,,,,无,,,,2024-11-25 18:07:48
002847.SZ,盐津铺子,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2024Q4,520000.0,,,60000.0,2.199,,,,,无,,,,2024-11-25 18:07:48
300973.SZ,立高食品,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2026Q4,490000.0,,,40000.0,2.362,,,,,无,,,,2024-11-25 18:07:48
300973.SZ,立高食品,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2025Q4,440000.0,,,30000.0,1.772,,,,,无,,,,2024-11-25 18:07:48
300973.SZ,立高食品,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2024Q4,400000.0,,,30000.0,1.772,,,,,无,,,,2024-11-25 18:07:48
001215.SZ,千味央厨,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2026Q4,240000.0,,,20000.0,2.015,,,,,无,,,,2024-11-25 18:07:48
001215.SZ,千味央厨,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2025Q4,210000.0,,,10000.0,1.007,,,,,无,,,,2024-11-25 18:07:48
001215.SZ,千味央厨,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2024Q4,200000.0,,,10000.0,1.007,,,,,无,,,,2024-11-25 18:07:48
603345.SH,安井食品,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2026Q4,1830000.0,,,170000.0,5.796,,,,,无,,,,2024-11-25 18:07:48
603345.SH,安井食品,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2025Q4,1680000.0,,,160000.0,5.455,,,,,无,,,,2024-11-25 18:07:48
603345.SH,安井食品,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2024Q4,1540000.0,,,140000.0,4.773,,,,,无,,,,2024-11-25 18:07:48
600197.SH,伊力特,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2026Q4,260000.0,,,50000.0,1.059,,,,,无,,,,2024-11-25 18:07:48
600197.SH,伊力特,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2025Q4,240000.0,,,40000.0,0.847,,,,,无,,,,2024-11-25 18:07:48
600519.SH,贵州茅台,20241123,食品饮料行业研究：政策催化预期改善，重视底部配置机会,非个股,一般报告,国金证券,"刘宸倩,叶韬,陈宇君",2026Q4,20780000.0,,,10280000.0,81.834,,,,,无,,,,2024-11-25 18:07:48
688766.SH,普冉股份,20241123,利基型存储深度报告：供需拐点已至，国产厂商百花齐放,非个股,一般报告,民生证券,"方竞,张文雨",2026Q4,284200.0,,,44000.0,4.17,,,,,推荐,,,,2024-11-25 18:07:48
603986.SH,兆易创新,20241123,利基型存储深度报告：供需拐点已至，国产厂商百花齐放,非个股,一般报告,民生证券,"方竞,张文雨",2024Q4,764500.0,,,115600.0,1.74,,,,,推荐,,,,2024-11-25 18:07:48
603986.SH,兆易创新,20241123,利基型存储深度报告：供需拐点已至，国产厂商百花齐放,非个股,一般报告,民生证券,"方竞,张文雨",2025Q4,935900.0,,,169700.0,2.55,,,,,推荐,,,,2024-11-25 18:07:48
603986.SH,兆易创新,20241123,利基型存储深度报告：供需拐点已至，国产厂商百花齐放,非个股,一般报告,民生证券,"方竞,张文雨",2026Q4,1123700.0,,,235600.0,3.55,,,,,推荐,,,,2024-11-25 18:07:48
688766.SH,普冉股份,20241123,利基型存储深度报告：供需拐点已至，国产厂商百花齐放,非个股,一般报告,民生证券,"方竞,张文雨",2024Q4,181900.0,,,30100.0,2.85,,,,,推荐,,,,2024-11-25 18:07:48
688766.SH,普冉股份,20241123,利基型存储深度报告：供需拐点已至，国产厂商百花齐放,非个股,一般报告,民生证券,"方竞,张文雨",2025Q4,227300.0,,,37100.0,3.51,,,,,推荐,,,,2024-11-25 18:07:48
300223.SZ,北京君正,20241123,利基型存储深度报告：供需拐点已至，国产厂商百花齐放,非个股,一般报告,民生证券,"方竞,张文雨",2024Q4,449700.0,,,44800.0,0.93,,,3.73,,推荐,,,,2024-11-25 18:07:48
