trade_date,ts_code,name,pct_change,close,net_amount,net_amount_rate,buy_elg_amount,buy_elg_amount_rate,buy_lg_amount,buy_lg_amount_rate,buy_md_amount,buy_md_amount_rate,buy_sm_amount,buy_sm_amount_rate
20241113,832278.BJ,鹿得医疗,-9.59,10.75,-3573.25,-14.99,-1037.59,-4.35,-2535.66,-10.64,-790.49,-3.32,113.57,0.48
20241113,832225.BJ,利通科技,1.41,15.08,-409.58,-9.08,-149.69,-3.32,-259.89,-5.76,-133.88,-2.97,36.48,0.81
20241113,832175.BJ,东方碳素,5.95,12.82,525.58,4.63,107.12,0.94,418.46,3.68,131.25,1.16,12.85,0.11
20241113,832171.BJ,志晟信息,3.21,22.81,466.42,2.02,434.97,1.88,31.44,0.14,-185.17,-0.8,-115.63,-0.5
20241113,832149.BJ,利尔达,-1.36,14.46,-1992.88,-9.46,-289.49,-1.37,-1703.39,-8.09,199.93,0.95,164.66,0.78
20241113,832145.BJ,恒合股份,1.89,12.39,-52.04,-1.15,5.56,0.12,-57.6,-1.27,-121.99,-2.69,200.68,4.42
20241113,832110.BJ,雷特科技,3.48,30.36,-111.69,-3.31,0.0,0.0,-111.69,-3.31,88.95,2.63,212.07,6.28
20241113,832089.BJ,禾昌聚合,1.78,14.88,-348.15,-5.23,0.0,0.0,-348.15,-5.23,313.58,4.71,165.68,2.49
20241113,832023.BJ,田野股份,-2.12,5.99,-1595.49,-10.0,13.55,0.08,-1609.04,-10.09,-264.21,-1.66,328.14,2.06
20241113,832000.BJ,安徽凤凰,-4.12,25.86,-1264.76,-9.46,-12.58,-0.09,-1252.18,-9.36,-435.49,-3.26,197.25,1.48
20241113,831961.BJ,创远信科,7.47,25.02,501.56,0.91,772.75,1.4,-271.19,-0.49,-160.16,-0.29,-86.47,-0.16
20241113,831906.BJ,舜宇精工,5.07,21.15,273.94,4.39,0.0,0.0,273.94,4.39,247.09,3.96,131.86,2.11
20241113,831856.BJ,浩淼科技,1.43,10.65,-102.42,-4.51,0.0,0.0,-102.42,-4.51,-3.03,-0.13,114.8,5.06
20241113,831855.BJ,浙江大农,0.44,13.65,61.41,4.5,0.0,0.0,61.41,4.5,-42.28,-3.1,48.23,3.53
20241113,831834.BJ,三维股份,-0.83,9.57,-111.99,-4.66,0.0,0.0,-111.99,-4.66,49.05,2.04,-40.86,-1.7
20241113,831832.BJ,科达自控,10.41,28.52,100.86,0.53,172.45,0.91,-71.59,-0.38,691.62,3.64,230.66,1.22
20241113,831768.BJ,拾比佰,0.11,9.26,-50.29,-1.1,0.0,0.0,-50.29,-1.1,-135.63,-2.96,128.82,2.81
20241113,831726.BJ,朱老六,-4.48,21.76,-898.02,-6.25,-7.92,-0.06,-890.1,-6.2,-882.63,-6.14,104.88,0.73
20241113,831689.BJ,克莱特,0.2,20.19,57.34,1.8,0.0,0.0,57.34,1.8,-95.66,-3.0,24.38,0.77
20241113,831641.BJ,格利尔,3.4,16.72,-184.02,-3.74,0.0,0.0,-184.02,-3.74,81.03,1.64,283.83,5.76
