trade_date,ts_code,name,pct_change,close,net_amount,net_amount_rate,buy_elg_amount,buy_elg_amount_rate,buy_lg_amount,buy_lg_amount_rate,buy_md_amount,buy_md_amount_rate,buy_sm_amount,buy_sm_amount_rate
20241129,300030.SZ,阳普医疗,-1.0,6.93,-505.89,-4.67,-43.97,-0.41,-461.92,-4.26,245.6,2.27,260.29,2.4
20241129,002990.SZ,盛视科技,1.22,24.13,-504.98,-5.92,0.0,0.0,-504.98,-5.92,258.75,3.04,246.24,2.89
20241129,600754.SH,锦江酒店,1.05,25.92,-504.24,-2.05,-170.36,-0.69,-333.88,-1.36,142.99,0.58,361.25,1.47
20241129,002165.SZ,红 宝 丽,0.42,4.76,-503.96,-1.57,244.38,0.76,-748.34,-2.34,-55.89,-0.17,559.85,1.75
20241129,301362.SZ,民爆光电,1.13,44.78,-503.69,-12.72,-122.91,-3.1,-380.78,-9.62,111.18,2.81,392.51,9.92
20241129,600508.SH,上海能源,0.6,13.35,-503.39,-5.87,-269.21,-3.14,-234.18,-2.73,6.18,0.07,497.21,5.8
20241129,600533.SH,栖霞建设,0.0,2.62,-501.24,-9.15,-158.49,-2.89,-342.75,-6.26,50.11,0.92,451.13,8.24
20241129,002054.SZ,德美化工,-3.26,6.23,-500.97,-1.77,261.52,0.92,-762.49,-2.69,-825.41,-2.91,1326.37,4.67
20241129,600987.SH,航民股份,0.56,7.17,-498.71,-8.99,-312.46,-5.63,-186.25,-3.36,-182.48,-3.29,681.19,12.28
20241129,002184.SZ,海得控制,1.51,11.42,-498.69,-2.32,-79.86,-0.37,-418.84,-1.95,-181.98,-0.85,680.67,3.16
20241129,301303.SZ,真兰仪表,0.47,14.83,-498.59,-11.97,0.0,0.0,-498.59,-11.97,-568.84,-13.66,1067.44,25.63
20241129,600315.SH,上海家化,1.75,17.48,-498.44,-4.23,-134.66,-1.14,-363.78,-3.08,-514.01,-4.36,1012.45,8.58
